sample_index,t_s,fx_n,fy_n,fz_n,tx_nm,ty_nm,tz_nm
37,0.8712383700039936,0.0,0.0,0.0,0.0,0.0,0.0
38,0.8792462900019018,0.0,0.0,0.0,0.0,0.0,0.0
39,0.8872410850017332,0.0,0.0,0.0,0.0,0.0,0.0
40,0.8952219640050316,0.0,0.0,0.0,0.0,0.0,0.0
41,0.9032100570038892,0.0,0.0,0.0,0.0,0.0,0.0
42,0.9112622090033256,0.0,0.0,0.0,0.0,0.0,0.0
43,0.9192301949951798,0.0,0.0,0.0,0.0,0.0,0.0
44,0.9272185070003616,0.0,0.0,0.0,0.0,0.0,0.0
45,0.9352052680042107,0.0,0.0,0.0,0.0,0.0,0.0
46,0.9432348069967702,0.0,0.0,0.0,0.0,0.0,0.0
47,0.951207190999412,0.0,0.0,0.0,0.0,0.0,0.0
48,0.9592680589994416,0.0,0.0,0.0,0.0,0.0,0.0
49,0.9671980540006189,0.0,0.0,0.0,0.0,0.0,0.0
50,0.9752227249991847,0.0,0.0,0.0,0.0,0.0,0.0
51,0.9832397809950635,0.0,0.0,0.0,0.0,0.0,0.0
52,0.9912196380028035,0.0,0.0,0.0,0.0,0.0,0.0
53,0.9992298919969471,0.0,0.0,0.0,0.0,0.0,0.0
54,1.0073087939963443,0.0,0.0,0.0,0.0,0.0,0.0
55,1.0152362840017304,0.0,0.0,0.0,0.0,0.0,0.0
56,1.0231190609920304,0.0,0.0,0.0,0.0,0.0,0.0
57,1.0311412970040692,0.0,0.0,0.0,0.0,0.0,0.0
58,1.039143927002442,0.0,0.0,0.0,0.0,0.0,0.0
59,1.0471323910023784,0.0,0.0,0.0,0.0,0.0,0.0
60,1.05511498299893,0.0,0.0,0.0,0.0,0.0,0.0
61,1.0631060510058887,0.0,0.0,0.0,0.0,0.0,0.0
62,1.0711347390024457,0.0,0.0,0.0,0.0,0.0,0.0
63,1.079125396994641,0.0,0.0,0.0,0.0,0.0,0.0
64,1.0871227869938593,0.0,0.0,0.0,0.0,0.0,0.0
65,1.095106010994641,0.0,0.0,0.0,0.0,0.0,0.0
66,1.1031050739984494,0.0,0.0,0.0,0.0,0.0,0.0
67,1.111179015992093,0.0,0.0,0.0,0.0,0.0,0.0
68,1.1191485739982454,0.0,0.0,0.0,0.0,0.0,0.0
69,1.1271207569952821,0.0,0.0,0.0,0.0,0.0,0.0
70,1.1351543450000463,0.0,0.0,0.0,0.0,0.0,0.0
71,1.1431169900024543,0.0,0.0,0.0,0.0,0.0,0.0
72,1.1511526819958817,0.0,0.0,0.0,0.0,0.0,0.0
73,1.159182592004072,0.0,0.0,0.0,0.0,0.0,0.0
74,1.1671189890039386,0.0,0.0,0.0,0.0,0.0,0.0
75,1.1751537279924378,0.0,0.0,0.0,0.0,0.0,0.0
76,1.183151948993327,0.0,0.0,0.0,0.0,0.0,0.0
77,1.1911271080025472,0.0,0.0,0.0,0.0,0.0,0.0
78,1.199158602001262,0.0,0.0,0.0,0.0,0.0,0.0
79,1.2071233309980016,0.0,0.0,0.0,0.0,0.0,0.0
80,1.215131442004349,0.0,0.0,0.0,0.0,0.0,0.0
81,1.2231403129990213,0.0,0.0,0.0,0.0,0.0,0.0
82,1.2311348380026175,0.0,0.0,0.0,0.0,0.0,0.0
83,1.2391411749995314,0.0,0.0,0.0,0.0,0.0,0.0
84,1.2471438850043342,0.0,0.0,0.0,0.0,0.0,0.0
85,1.2551342920050956,0.0,0.0,0.0,0.0,0.0,0.0
86,1.2631601549946936,0.0,0.0,0.0,0.0,0.0,0.0
87,1.27112549499725,0.0,0.0,0.0,0.0,0.0,0.0
88,1.2791522600018652,0.0,0.0,0.0,0.0,0.0,0.0
89,1.287145131995203,0.0,0.0,0.0,0.0,0.0,0.0
90,1.2951447759987786,0.0,0.0,0.0,0.0,0.0,0.0
