t_s,Fx_N,Fy_N,Fz_N,Tx_Nm,Ty_Nm,Tz_Nm,F_norm_N,T_norm_Nm
0.04983091354370117,-0.688481774144873,-0.5848323115309431,-0.6637107400738358,0.016070701690357802,-0.026921755363493675,0.004510282215176928,1.1209584882722716,0.03167634780609676
0.09933185577392578,-0.5151159605603863,-0.42790189535468776,0.014890464052219457,0.008803092840875265,-0.013849800848863617,-0.007707717047257184,0.6698255077196404,0.01813064613296591
0.14996981620788574,-0.33369321828607096,-0.3162385247720986,-0.3195306481430036,-0.008667971275114426,-0.006271061015046913,-0.004215386415223463,0.5598730245179139,0.011499104961269836
0.19922184944152832,-0.38449344510486433,-0.12968308055547634,-0.34837909698236347,-0.016659079336308627,-0.018894514186368158,0.0007961256764692274,0.5348092238595109,0.025202408749264948
0.24986982345581055,-0.10025507098312204,-0.5716356042681481,0.22476363741772848,0.020158524241900524,-0.020861747744032218,0.005478924662792874,0.6223640703238658,0.029522825644024735
0.29955101013183594,-0.5527242095708955,-0.17255317296876949,-0.3392843159891621,-0.013224331101484712,-0.03713729412956623,-0.0117545809735781,0.6711128790476271,0.0411367441858494
0.3493340015411377,0.17496185436314748,-0.0433919538295177,0.2979764322670437,0.01565551685544419,-0.0008412379213534947,0.0005971523964323151,0.3482591941728607,0.015689470361869615
0.39950084686279297,-0.7206583334621398,-1.0022928093800676,-0.7112515956006552,-0.006495546168835313,-0.018192625035171283,-0.0037011405909145143,1.42471686364972,0.019668812047897735
0.44964599609375,-0.06721481554919712,0.19397989007852462,-0.3131346498375292,-0.002962615167312727,-0.013599485587354982,0.00014974190118429375,0.3744320206834094,0.013919249962093417
0.4992837905883789,-0.046666741628118305,-0.3650266977764919,-0.04687701855792893,0.013543261133184038,-0.013324980238270976,0.0027211504751634462,0.37097133276397015,0.019193219646021033
0.5496699810028076,-0.37639481864217444,0.12000098872474586,0.16857326668585093,-0.007659275610865353,-0.030953219802923093,-0.008081148453901624,0.4295232741502269,0.032894851867507534
0.5993289947509766,-0.4911084480049128,-0.5356831332098313,-0.1958549143704229,0.00042708231512917895,-0.028998572522490048,-0.007500844891763243,0.7526639850493324,0.029956005770734883
0.649724006652832,-0.25618799992424823,0.3561785982680477,-0.03468685162249823,-0.004916469308784367,-0.020205196834463077,0.0017913161253738945,0.44011210258848726,0.02087176233681861
0.6993658542633057,-0.11616834900107059,-0.4373502296765918,-0.3597665992693445,0.017198636299509074,-0.01431316299044743,-0.0046620284788686985,0.5781023392597813,0.02285594528545446
0.7497539520263672,-0.09925153810011975,-0.6508684210284655,0.30660473617922246,0.026132626817571933,-0.014101771080634413,-0.00614171294082095,0.7262830257928778,0.0303231721599925
0.7997338771820068,-0.2879935210558026,0.2929937127490838,-0.5188523643562337,-0.0059919585211187275,-0.025104192172085493,-0.005113479483592975,0.6618106676978436,0.026311056686513602
0.8493039608001709,0.04048759216694957,-0.15519496532152544,-0.31859062486982725,0.0009751972691679226,-0.0021565787862998335,0.0001061247091655962,0.3566857281074948,0.0023691990691384547
0.8993568420410156,-0.481951594567795,-0.18823768809574626,0.3030690169620934,0.011641505349286051,-0.021141499200684376,-0.004032780146706597,0.5996345518467405,0.024469388038152174
0.9493370056152344,-0.19810341449507257,0.2520941706596881,-0.2929901734174387,-0.009258273832671117,-0.017303448023396114,-0.0004173260998580042,0.4343266920583897,0.01962903739190275
0.9993979930877686,-0.1782021107053841,-0.3122215487829047,0.29417109937564706,0.006763758127012442,-0.023057749437582743,-0.006225043657815502,0.4645157946637838,0.02482255832239665
1.0497119426727295,-0.29180089365233924,0.2757600769626151,-0.00032610669944145923,-0.004192732334672723,-0.018403747076320056,0.0008903007996090796,0.40148659744543236,0.018896283930793213
1.099370002746582,-0.2979264203797347,0.25477905746239987,-0.11576853494343847,-0.019765000582093014,-0.008964458373384282,0.002529771777347855,0.40874793426347905,0.021849862864186186
1.1493008136749268,-0.34187086085652296,-0.47399565673557015,-0.3182232626007162,0.00697401613216215,-0.008706270142113963,0.0014656287166234967,0.6654424189719265,0.01125096032941697
1.1993489265441895,-0.2773619783745413,0.3876496337846559,0.06330487408089071,-0.003111114612177522,-0.0252340393164435,-0.007006011749108032,0.4808423990286368,0.02637271269669771
1.249290943145752,-0.1851481626944118,-0.14751768634598775,-0.07709333116190754,0.018744256771836876,-0.023334301719202838,0.0002906014718196499,0.2489672501427229,0.02993194360322712
1.2994358539581299,-0.6216601009212245,-0.2174514914679059,0.2616435137045173,0.01619834838841877,-0.03305252541842191,-0.0019989549566714754,0.7086633618881745,0.036862606364265894
1.349226951599121,-0.040961140340734406,0.2419144176604324,-0.14519253825224387,0.001996094079563777,-0.008710226575008279,0.010338395188480341,0.2850987086153299,0.013665096180987659
1.3992328643798828,-0.3587196801370689,0.10185918070874996,-0.15235161506278658,-0.003068128130027821,-0.015292870845477707,-0.00316925207510666,0.4028226858365083,0.015916327077384967
1.4491767883300781,-0.5481530852193105,-0.13360912877893125,-0.2990474633121153,0.011010019042014606,-0.022652014413409634,0.006731159778900674,0.6385550794112632,0.0260699594986247
1.4991838932037354,-0.44248777547446816,-0.2523105184913629,-0.33862179458664676,-0.0070794062855209896,-0.017264506458933685,0.007036151503517659,0.6116541089168002,0.01994213139577841
1.5492258071899414,-0.31265730567369776,-0.26405307290321534,-0.1653872791085816,0.0010911103932104609,-0.0328253991702325,-0.006110841807199168,0.44139729064835304,0.03340718096708978
1.5993800163269043,-0.7428052221516531,-0.2582046875265971,0.03589071907251544,0.013314832930234553,-0.02204423239867553,-0.003897204412474437,0.787221317313001,0.026046519157835363
1.649432897567749,0.048943200254075205,0.2575617891214378,-0.14959320859689273,-0.0013174022736300501,-0.012710332704748223,0.0038868782221795593,0.3018470475669092,0.013356493871147908
1.6994500160217285,-0.5911628484578055,-0.3538996770681259,-0.06462045818531988,0.008746482624848395,-0.02917382413622058,0.0034444769223431777,0.6920218915914083,0.03065089548947071
1.7492408752441406,-0.4599534887818202,-0.08942023321956545,0.15061880601210975,0.008403384618333284,-0.022900816379399027,-0.0015634986559400128,0.4921780314846682,0.02444399296215161
1.7994658946990967,-0.12123169671112677,0.07080198712380839,-0.1173755089376121,-0.015729561669075867,-0.026069521457872093,-0.008118276898280475,0.18299468780951544,0.03151103741771871
1.8494269847869873,-0.69325527208883,-0.37201079072392457,0.002370237762224267,0.02182244709797616,-0.023113794389029853,-0.0013820839953774095,0.7867658601649202,0.03181786989370273
1.8997039794921875,0.19931341371234276,0.6170280890981913,-0.2626341812772214,-0.008275584242910548,-0.007384395097135697,0.009280944033498214,0.699590031945131,0.014462036774432472
1.9497058391571045,-0.16413687983333677,0.3536188317620894,-0.722747934069842,-0.015920987737761086,-0.008000500252315865,0.004130660573078263,0.8211892411012414,0.018290659135286193
1.9992330074310303,-0.08996254759643893,0.6423613033756879,0.2847481274366467,-0.01042463825520449,-0.020700326046144094,0.005356736040613077,0.70838040636598,0.023788047464584974
2.0493998527526855,-0.2018385611807539,0.08939006162229414,0.040054247692809054,0.0008773970136000723,-0.00856917626343716,0.0018816041255133621,0.22435180109504665,0.008817088036221374
2.0993897914886475,-0.3537414683747745,-0.2024370403243906,-0.2127710361980918,0.004637957001308726,-0.017323595689474454,-0.005051794258413146,0.4597665664095751,0.01863164614272455
2.1492419242858887,-0.4577540739706951,-0.06737406968555543,0.21171889956697035,0.016017698885693203,-0.01944522303499024,0.007485153127356141,0.5088250681094747,0.026281379222050386
2.1994688510894775,-0.4535522221830039,0.3265227606985219,-0.11526863309561894,0.0018560504448524,-0.022800645435028292,0.007409154469177547,0.5706256121811021,0.024045996037923796
2.2493839263916016,-0.9997805533192194,-0.6032284160600437,-0.9663679622116115,-0.004051185209190064,-0.027072562102404638,0.0070308620228028956,1.515688858284119,0.0282624970795471
2.299341917037964,-0.3896861119466506,-0.10917308728598889,-0.0716484001354977,-0.006591168648609453,-0.017677674642051375,0.0009806686443974996,0.4109836031688223,0.01889193997171129
2.349320888519287,-0.4307997805003392,0.0995130923409842,-0.049343684052055234,0.002595514589058594,-0.025550631890818028,0.0002610181348637313,0.4448888688001024,0.025683450244638688
2.3997058868408203,-0.1606888019430864,0.24682012774874246,-0.4009335338298323,-0.009814839860105451,-0.009105223632315567,0.0010422494360951978,0.4974824269068077,0.013428419965172128
2.4493978023529053,-0.6161992851647667,-0.2441918814773878,-0.1778207079517175,0.007934046640937362,-0.03598344400969908,-0.004305836005740785,0.6862590168394774,0.0370984846403199
2.4993369579315186,-0.15518345049141857,0.08892623874771155,-0.022110482513119353,-0.0004946915137834932,-0.019658904833886104,-0.0016168594685017456,0.18021834723801158,0.019731484827617093
2.5497210025787354,-0.13782021520938117,-0.008904696626711978,-0.42223684588458865,0.005764757428455988,-0.013192364572870012,0.000586015233996488,0.4442495462743207,0.014408828026141829
2.5993878841400146,-0.2957135565198573,0.010452466492463085,-0.33388118767947855,-0.001817932853912281,-0.019671682283623308,-0.00803226168581389,0.4461304843335166,0.021325974573710497
2.649444818496704,-0.549630308319097,-0.4042803752313867,-0.021860907277698155,0.02148674260830021,-0.03756313762162518,0.003943480841812894,0.682652178555947,0.04345365873026392
2.6994009017944336,-0.3187191039004719,-0.3154525178811004,-0.48802248857776764,0.006576729313752407,-0.011569217309694022,-0.00130299351222139,0.6627654996952415,0.013371535054666872
2.7493557929992676,-0.807060859871184,-0.7137473131328893,-0.5850406201723315,0.006404513843970051,-0.02607929178659863,-0.0017881280990659932,1.225991429738422,0.02691365192178171
2.7993128299713135,-0.6679940975905332,-0.09975940909337162,0.061147188014591625,0.003151971253146446,-0.03404203942743544,0.005766586894889806,0.6781644584616192,0.03467057679900992
2.8494038581848145,-0.9281589585750218,-0.29851175458123097,-0.28223170118585933,-0.007417740640245516,-0.04476954434579418,-0.0009306642418779034,1.015008893143552,0.04538943834271461
2.9001379013061523,-0.533527077024699,0.040486013064348535,-0.22778618712549042,-0.0043351046659312244,-0.025133239340443595,-0.0001326468692586561,0.5815297122396539,0.025504714219150237
2.949389934539795,-0.36748371259136453,0.12711167039086663,-0.32022925075084174,-0.0035788901348624254,-0.02226648567590977,-0.0017417184986023796,0.503734482446789,0.02261942577258062
2.9994168281555176,-0.5023882662903997,-0.14053884504936742,0.05103949383666566,0.011907604184598625,-0.0262441817031336,-0.007149599431050792,0.5241661635447167,0.02969284228073569
3.0503199100494385,-0.5186545086388746,0.2995055103176057,-0.2715086363743888,-0.019513400621750658,-0.013955602026365903,0.004482796242984928,0.6575887694204654,0.024405472621921644
3.100468873977661,-0.8937034710311917,0.15445550434057165,-0.2802491888128859,-0.004490401863330566,-0.038194219376080286,-0.0008750973190978992,0.949263927885486,0.03846723148291597
3.149322986602783,-0.29349489757733305,-0.17515520839480545,-0.017226490141451556,0.005703490219135212,-0.025259202344775602,-0.00070970691613291,0.3422212060851146,0.025904841008600982
3.1993839740753174,-0.8509703495033341,-0.2873017056792239,-0.5379515778100435,-0.007694107814081254,-0.02974123589383644,-0.0052217436999451,1.0469406410529363,0.031160985459632813
3.249391794204712,-0.6065622584292415,-0.19782326704993095,-0.013785331151636104,0.015526687092886552,-0.0294092934328695,-0.004800832949155617,0.6381550389145654,0.03360107958543489
3.299443006515503,0.1475160934182211,-0.13571851913761293,-0.09108105387543083,0.00507024893738889,-0.014320317766536009,-0.008262183498308368,0.22017327864511416,0.017292848272664023
3.349439859390259,-0.050688209528533076,-0.12247705697918768,-0.2281336439420806,0.015114621154794628,-0.020990664142408424,0.002614437335900651,0.26384632567042443,0.02599798139040236
3.3994619846343994,-0.2887191056787083,-0.7974414449254531,-0.4774351966879055,0.012237081842356067,-0.00723864978598906,-0.002026240838655554,0.9732501975880234,0.014361402253156047
3.449441909790039,-0.19524630493572825,0.23530398985729128,-0.0965681815875768,0.0009410223507459859,-0.018754225469119822,0.0004224812542889876,0.32064700361760257,0.018782571347433018
3.499473810195923,-0.10145963552683243,-0.39002193640530347,-0.17248050591699765,0.017045983028462525,-0.014597544641648709,0.0011209037699039155,0.43836137311579326,0.022470208548941956
3.5494070053100586,-0.448521002540776,-0.44138436642905954,-0.2930835515955402,-0.004258286409702705,-0.03468990181917358,0.00024063424202588283,0.6941824089272364,0.034951111516079096
3.5993568897247314,-0.35105355020618895,-0.019022708916999295,0.25597673966309165,0.00807980559699084,-0.019573759515942542,-0.005887180252182451,0.43488452469070027,0.021978949278680333
3.6492919921875,-0.6043521480144827,-0.5630813672127554,-0.1661411035528909,0.010179414816834244,-0.019914403994408525,-0.0011671206813055257,0.8425586099504755,0.022395672420144695
3.699366807937622,0.19243386062438625,0.17083609957224521,0.18320277115862318,0.004476047387692552,-0.015761158774980744,0.0008148662278002891,0.3158781711230813,0.016404668028223896
3.749382972717285,-0.09446914373124288,0.19850463847355446,-0.010902365294792113,-0.00402622970261782,-0.0052943367909004165,-0.0025096822330505386,0.22010763771812158,0.007109080994377068
3.799443006515503,-0.40304508055404115,-0.62136498489595,-0.779664539142565,-0.004691535657109046,-0.012449949420964335,-0.0008768615788260748,1.0753681113971838,0.013333440427545966
3.8493778705596924,-0.22983593578042485,-0.656765606233469,-0.05565734887068788,0.022702048520609537,-0.01648012144262475,-0.004353187453728552,0.6980425197583547,0.02838886490867624
3.8992369174957275,-0.16074084650199605,0.051291212664505016,0.16889494602536068,0.010723981061087622,-0.017780730951475976,0.0030875457448425723,0.23873397542805513,0.02099264399007036
3.949751853942871,0.019008780632560236,-0.3301830827574397,-0.20686681468056534,0.01771878421653796,-0.009526395746316405,-0.00043987188190362726,0.39009752741644804,0.020122152402269482
3.999361991882324,-0.48679322700579525,0.13074101467531046,-0.3781518656553939,-0.004772194227827843,-0.013717638397534702,0.005245271156232703,0.6301267271554989,0.015442160161584862
4.049745798110962,-0.7319239398069561,-0.5077787743975412,-0.42347085272507123,0.0042212904317493905,-0.016497331822708603,0.002772305725059698,0.986346541788891,0.01725302666812208
4.099434852600098,-0.3985745860086183,0.16199001273534114,-0.4116797289871872,-0.002365825990517625,-0.026501285270599924,0.008017457387883814,0.5954684408907842,0.027788394638367613
4.149367809295654,0.04295290636959813,-0.24723098954862008,-0.012549428919703065,0.014327934701753123,-0.006007564236125157,-0.006918070106950054,0.25124808959471917,0.017007064263815413
4.1994359493255615,-0.5853528411403389,0.0721675031559818,-0.29415268174805637,0.004657870703835479,-0.027089710545436747,-0.0027650050563964687,0.659068962493614,0.027625955728102763
4.24933385848999,-0.8188836345426311,-0.15007547072080937,-0.25459138359468053,-0.008944811736929141,-0.04267401717198464,-0.005946016594058589,0.8705801665754141,0.04400496008339021
4.299778938293457,-0.5331841437785338,-0.20432521836195006,-0.4870349882906614,0.007875036004180502,-0.025836615061144857,0.009732682041158056,0.7504913096464152,0.028710137052950425
4.349386930465698,-0.16322132213012197,-0.11415065029235114,-0.036524003874199865,0.0014425392130134232,-0.022355443557061268,-0.005922406511540725,0.20249833041058451,0.023171570402153875
4.399379014968872,-0.0091090356506911,0.19662109856054533,-0.26329639569771146,0.001973379905626934,-0.016395489208354846,-0.00433143054254038,0.32873670758989953,0.017072421772498007
4.449339866638184,-0.557706296195343,-0.9822562102309049,-0.7225522580238304,0.009391605399458844,-0.014185089518946621,-0.004196673682730109,1.3408748416345364,0.017522302549579302
4.499164819717407,-0.06450215983496588,0.15500430391455494,-0.15135418008135978,0.000430197823249824,-0.012026337389578718,-0.0025931120713759605,0.22604192240270804,0.012310243352177229
4.549160957336426,-0.3431288585317406,-0.15139508803263924,0.17551666849573638,0.01948161193777706,-0.027366664406665745,0.0015125873718340834,0.414082101952678,0.03362670731722978
4.599231958389282,-0.33157198927510734,0.33704520884911093,-0.8355537275029938,-0.007155927320578676,-0.014110826534706232,-0.004805884285507327,0.9600466074228584,0.01653539370791213
4.649202823638916,-0.36817593836571433,-0.4072251049967527,0.10088625860610156,-0.00398871679559704,-0.030142240751819534,-0.009003931395755565,0.5581790437723614,0.031710176912082985
4.6994829177856445,-0.6781996292105684,-0.47687070357206157,-0.12689035726248032,0.00798794313377904,-0.02434669879912168,0.004860814418616275,0.8387261577850457,0.026080576963247355
4.749867916107178,0.057365580764679985,0.567808245908519,0.2188344219011394,-0.00940872692985492,-0.018945589345070523,-0.0051260240986437215,0.6112164249977123,0.02176546854842558
4.79935097694397,-0.488870106492116,-0.1534865974468139,-0.25990858776649306,0.022592631555370436,-0.022417005043600502,-0.003577027021229966,0.5745472918848247,0.03202724212341955
4.849812984466553,-0.18328966712971737,0.2892576425548129,-0.2438651368809692,-0.004870243830368618,-0.012284635591185042,0.000942402804060021,0.4203989662675972,0.013248383660679293
4.899345874786377,-0.6354887833455559,-0.523657018432947,-0.8668402149630001,0.004007806556895305,-0.018024222476369582,0.0004502118102648841,1.1956063838024615,0.018469916078565744
4.949424982070923,-0.17205553664679335,-0.4029396309746893,-0.27092675916480113,0.01158463007451095,-0.01736386145980732,-0.009207247492279271,0.5151356741018593,0.022814047101352458
4.999457836151123,-0.6666848673309087,-0.2492727252906553,-0.2086272314478586,0.012077925912925638,-0.030242441086646674,0.005662230919328601,0.7417081134809436,0.03305362909305446
5.04935884475708,-0.24590622251138813,0.08671049749264731,-0.38745490774895613,-0.0018631181969363958,-0.017911809247490643,0.003593512994837565,0.4670223615459915,0.01836348157562485
5.099742889404297,-0.2023649575985243,0.026323301886280966,-0.3896495942571271,-0.012850962524993946,-0.015941897731393907,-0.008533673076742238,0.4398537240842603,0.022183663297069226
5.149276971817017,-0.08499972595468634,-0.04598435471384627,-0.06818442382907333,0.007844847998274285,-0.009307434665023514,-0.003132658088586148,0.11827353864547774,0.012569149806557866
5.199740886688232,-0.19809626607911326,0.016422221098920595,-0.2986985208142302,0.00521576888372785,-0.012091789526149933,0.004802766665212132,0.358793291906242,0.014017210372739853
5.249497890472412,-0.24304061933293947,-0.5127493635695277,-0.4207203400551542,0.017602933518687754,-0.011653783828811553,-0.0001230234605092671,0.7063895929462856,0.021111349572299876
5.299414873123169,-0.6367195709485852,-0.26675267163623806,-0.22424121362234833,0.005454508421205443,-0.01852371037199394,0.0016722394437688267,0.7258463485758159,0.019382360352129802
