sample_index,t_s,ur_fx_n,ur_fy_n,ur_fz_n,ur_tx_nm,ur_ty_nm,ur_tz_nm,onrobot_fx_n,onrobot_fy_n,onrobot_fz_n,onrobot_tx_nm,onrobot_ty_nm,onrobot_tz_nm
10,0.08771428400359582,0.26140450239845386,-0.2808268676833735,-1.2705521959844814,-0.0033134764527086966,0.02810958078879613,-0.0041005820279654635,0.13158199999999978,0.07867200000549089,-0.3433399999987419,-0.009632999999999996,-0.004348000000068497,0.004282999999930471
11,0.09559347500180593,-0.2602562806151439,-0.7776362926738171,-0.895150573099905,0.04222979630964161,-0.004075596230570683,0.0009370156877574687,0.1015819999999998,0.05867200000533095,-0.3333399999990618,-0.007632999999999998,-0.003348000000036511,0.0022829999999464615
12,0.1036972270012484,-0.6562739148187178,-0.4424348067553094,-1.4989530985321906,0.00679241411596698,0.015648240364349815,-0.003791353394186718,0.09158199999999984,0.028672000003891623,-0.24333999999954153,-0.006632999999999998,-0.003348000000036511,0.002282999999946461
13,0.11170074999972712,-0.27722555369236446,-0.6036249734091294,-0.6773752707792609,0.03577316840583241,-0.019301218689309865,0.006034403752011209,0.05158199999999977,0.04867200000597067,-0.3733409999992216,-0.0016330000000000003,0.0026520000000114664,-0.0007169999999575867
14,0.11971177800296573,-0.6149099125449062,-0.3884587404120146,-1.0620700270410177,0.0227713719644563,-0.008362992015631126,0.005378419652795332,0.09158199999999979,0.09867200000533095,-0.33333999999842207,-0.004632999999999999,-0.0013480000000205185,0.001282999999978445
15,0.1276751460027299,-0.32083726310596117,-0.29579218149570685,-1.3094388849551293,-0.0014226421933657147,0.015393904265136121,-0.0102733725771168,0.10158199999999981,0.06867200000501109,-0.3133389999989018,-0.003633,-0.001348000000004526,0.0002829999999784443
16,0.13570800500019686,-0.20953563828839325,-0.2946817236859653,-0.8234160211898516,0.02579817399766462,-0.013304452655937538,0.004541083753987732,0.061581999999999894,0.03867200000261222,-0.1633399999993816,-0.001632999999999999,-0.0013480000000205185,0.001282999999978443
17,0.1436353760000202,-0.2171873277423788,-0.45438789121033946,-0.520865419561533,0.0342887134187928,-0.00982411789572437,0.0030445039742374976,0.1515819999999997,0.06867200000788976,-0.4933399999989019,-0.005632999999999998,-0.004348000000036511,0.002282999999930468
18,0.15155450200109044,-0.3856323290436287,-0.033583956150027815,-0.9185467861722872,0.0203115454296163,-0.016789892667105233,0.011680803275321998,0.11158199999999978,0.04867200000549088,-0.34333999999922166,-0.0006329999999999998,-0.001348000000004526,0.0002829999999784424
19,0.15966515600302955,-0.21785295014868514,-0.6648703582570584,-0.9338489352054757,0.045203918326904485,-0.015036647340646431,0.003532739574507377,0.07158199999999984,0.05867200000421148,-0.26333999999906177,0.00036699999999999954,0.0006520000000114666,-0.0007169999999895731
20,0.16770332399755716,-0.38674835339046176,-0.29071647006236845,-1.5965964291054313,-0.0036158637630120615,0.017739438924281602,-0.00754127868235277,0.04158199999999984,0.018672000004051552,-0.2533399999997014,0.0023669999999999984,0.0026520000000434516,-0.0027169999999575893
21,0.1756958379992284,0.19806414134726774,-0.6377761130695123,-1.215552803959113,0.03337100651245428,-0.0008301105515509357,-0.0008158839059048529,0.07158199999999984,0.0386720000043714,-0.27333999999938163,-0.002633,0.0006519999999954741,0.00028300000001042877
22,0.18390227100462653,-0.5769778174604052,-0.3257161522686632,-1.3753769165189023,-0.0009271456078009621,-0.0007077544809311892,-0.006163472114538278,0.14158199999999974,0.05867200000677028,-0.42333999999906174,-0.005632999999999999,-0.002348000000020518,0.001282999999962453
