sample_index,t_s,recv_latency_ms,sequence_number,sample_counter,status,fx_n,fy_n,fz_n,tx_nm,ty_nm,tz_nm,fx_raw,fy_raw,fz_raw,tx_raw,ty_raw,tz_raw
979,3.923013011,0.000000,980,41818,0,0.18000000,3.05000000,-25.48000000,0.02300000,-0.07599000,0.07000000,1800,30500,-254800,2300,-7599,7000
980,3.927014915,0.000000,981,41822,0,0.23000000,3.06000000,-25.60000000,0.02100000,-0.07800000,0.07000000,2300,30600,-256000,2100,-7800,7000
981,3.931021879,0.000000,982,41826,0,0.21000000,3.03000000,-25.53000000,0.02300000,-0.07900000,0.07000000,2100,30300,-255300,2300,-7900,7000
982,3.935028182,0.000000,983,41830,0,0.22000000,3.03000000,-25.48000000,0.02300000,-0.08000000,0.07000000,2200,30300,-254800,2300,-8000,7000
983,3.939020208,0.000000,984,41834,0,0.20000000,3.04000000,-25.34000000,0.02000000,-0.08200000,0.07100000,2000,30400,-253400,2000,-8200,7100
984,3.943026810,0.000000,985,41838,0,0.16000000,3.04000000,-25.39000000,0.02200000,-0.07800000,0.07000000,1600,30400,-253900,2200,-7800,7000
985,3.947028875,0.000000,986,41842,0,0.25000000,3.09000000,-25.50000000,0.01700000,-0.08300000,0.07100000,2500,30900,-255000,1700,-8300,7100
986,3.951025600,0.000000,987,41846,0,0.26000000,3.09000000,-25.54000000,0.01500000,-0.08500000,0.07199000,2600,30900,-255400,1500,-8500,7199
987,3.955036902,0.000000,988,41850,0,0.22000000,3.05000000,-25.59000000,0.02000000,-0.08100000,0.07100000,2200,30500,-255900,2000,-8100,7100
988,3.959056640,0.000000,989,41854,0,0.27000000,3.04000000,-25.66000000,0.01899000,-0.08200000,0.07199000,2700,30400,-256600,1899,-8200,7199
989,3.963054527,0.000000,990,41858,0,0.25000000,3.05000000,-25.62000000,0.01899000,-0.08100000,0.07199000,2500,30500,-256200,1899,-8100,7199
990,3.967039720,0.000000,991,41862,0,0.22000000,3.02000000,-25.55000000,0.02000000,-0.08000000,0.07100000,2200,30200,-255500,2000,-8000,7100
991,3.971048467,0.000000,992,41866,0,0.22000000,3.00000000,-25.52000000,0.02000000,-0.08100000,0.07199000,2200,30000,-255200,2000,-8100,7199
992,3.975050822,0.000000,993,41870,0,0.23000000,3.02000000,-25.47000000,0.01700000,-0.08300000,0.07300000,2300,30200,-254700,1700,-8300,7300
993,3.979058217,0.000000,994,41874,0,0.21000000,3.02000000,-25.49000000,0.02300000,-0.07700000,0.07000000,2100,30200,-254900,2300,-7700,7000
994,3.983051987,0.000000,995,41878,0,0.22000000,3.02000000,-25.65000000,0.02200000,-0.07900000,0.07100000,2200,30200,-256500,2200,-7900,7100
995,3.987058530,0.000000,996,41882,0,0.24000000,3.03000000,-25.69000000,0.02000000,-0.08100000,0.07100000,2400,30300,-256900,2000,-8100,7100
996,3.991047760,0.000000,997,41886,0,0.24000000,3.02000000,-25.55000000,0.01899000,-0.08300000,0.07100000,2400,30200,-255500,1899,-8300,7100
997,3.995056818,0.000000,998,41890,0,0.21000000,3.01000000,-25.37990000,0.02000000,-0.08300000,0.07100000,2100,30100,-253799,2000,-8300,7100
998,3.999045989,0.000000,999,41894,0,0.22000000,3.01000000,-25.37990000,0.02000000,-0.08200000,0.07100000,2200,30100,-253799,2000,-8200,7100
999,4.003060707,0.000000,1000,41898,0,0.24000000,3.04000000,-25.42000000,0.01700000,-0.08400000,0.07300000,2400,30400,-254200,1700,-8400,7300
1000,4.007054887,0.000000,1001,41902,0,0.25000000,3.03000000,-25.41000000,0.01899000,-0.08400000,0.07300000,2500,30300,-254100,1899,-8400,7300
1001,4.011064877,0.000000,1002,41906,0,0.27000000,3.06000000,-25.41000000,0.01500000,-0.08500000,0.07300000,2700,30600,-254100,1500,-8500,7300
1002,4.015057784,0.000000,1003,41910,0,0.27000000,3.04000000,-25.39000000,0.01400000,-0.08700000,0.07500000,2700,30400,-253900,1400,-8700,7500
1003,4.019073014,0.000000,1004,41914,0,0.28000000,3.04000000,-25.26000000,0.01200000,-0.08900000,0.07599000,2800,30400,-252600,1200,-8900,7599
1004,4.023068516,0.000000,1005,41918,0,0.33000000,3.07000000,-25.41000000,0.00800000,-0.09200000,0.07800000,3300,30700,-254100,800,-9200,7800
1005,4.027077023,0.000000,1006,41922,0,0.31000000,3.02000000,-25.45000000,0.01400000,-0.08700000,0.07500000,3100,30200,-254500,1400,-8700,7500
1006,4.031078567,0.000000,1007,41926,0,0.28000000,3.04000000,-25.45000000,0.01600000,-0.08400000,0.07300000,2800,30400,-254500,1600,-8400,7300
1007,4.035078257,0.000000,1008,41930,0,0.26000000,3.06000000,-25.37990000,0.01400000,-0.08600000,0.07400000,2600,30600,-253799,1400,-8600,7400
1008,4.039084630,0.000000,1009,41934,0,0.28000000,3.07000000,-25.47000000,0.01300000,-0.08700000,0.07400000,2800,30700,-254700,1300,-8700,7400
1009,4.043092075,0.000000,1010,41938,0,0.27000000,3.08000000,-25.51000000,0.01300000,-0.08600000,0.07400000,2700,30800,-255100,1300,-8600,7400
1010,4.047090803,0.000000,1011,41942,0,0.26000000,3.08000000,-25.48000000,0.01400000,-0.08600000,0.07400000,2600,30800,-254800,1400,-8600,7400
1011,4.051094952,0.000000,1012,41946,0,0.24000000,3.05000000,-25.25000000,0.01200000,-0.08900000,0.07700000,2400,30500,-252500,1200,-8900,7700
1012,4.055092808,0.000000,1013,41950,0,0.27000000,3.07000000,-25.34000000,0.01100000,-0.09000000,0.07700000,2700,30700,-253400,1100,-9000,7700
1013,4.059101736,0.000000,1014,41954,0,0.32000000,3.08000000,-25.43000000,0.00700000,-0.09200000,0.07800000,3200,30800,-254300,700,-9200,7800
1014,4.063132865,0.000000,1015,41958,0,0.29000000,3.10000000,-25.33000000,0.00800000,-0.09100000,0.07700000,2900,31000,-253300,800,-9100,7700
1015,4.067133548,0.000000,1016,41962,0,0.32000000,3.10000000,-25.52000000,0.01000000,-0.08900000,0.07500000,3200,31000,-255200,1000,-8900,7500
1016,4.071106648,0.000000,1017,41966,0,0.28000000,3.07000000,-25.48000000,0.01400000,-0.08700000,0.07500000,2800,30700,-254800,1400,-8700,7500
1017,4.075118120,0.000000,1018,41970,0,0.28000000,3.08000000,-25.39000000,0.01200000,-0.08900000,0.07500000,2800,30800,-253900,1200,-8900,7500
1018,4.079112721,0.000000,1019,41974,0,0.27000000,3.05000000,-25.39000000,0.01400000,-0.08700000,0.07500000,2700,30500,-253900,1400,-8700,7500
1019,4.083135224,0.000000,1020,41978,0,0.28000000,3.05000000,-25.43000000,0.01400000,-0.08700000,0.07500000,2800,30500,-254300,1400,-8700,7500
1020,4.087116249,0.000000,1021,41982,0,0.25000000,3.05000000,-25.33000000,0.01500000,-0.08500000,0.07400000,2500,30500,-253300,1500,-8500,7400
1021,4.091142510,0.000000,1022,41986,0,0.19000000,3.04000000,-25.22000000,0.01700000,-0.08400000,0.07300000,1900,30400,-252200,1700,-8400,7300
1022,4.095140867,0.000000,1023,41990,0,0.18000000,3.04000000,-25.19000000,0.01799000,-0.08300000,0.07199000,1800,30400,-251900,1799,-8300,7199
1023,4.099141710,0.000000,1024,41994,0,0.16000000,3.03000000,-25.19000000,0.01799000,-0.08100000,0.07199000,1600,30300,-251900,1799,-8100,7199
1024,4.103140388,0.000000,1025,41998,0,0.23000000,3.04000000,-25.19000000,0.01200000,-0.08700000,0.07500000,2300,30400,-251900,1200,-8700,7500
1025,4.107142333,0.000000,1026,42002,0,0.29000000,3.05000000,-25.17000000,0.00899000,-0.09200000,0.07800000,2900,30500,-251700,899,-9200,7800
1026,4.111142664,0.000000,1027,42006,0,0.28000000,3.05000000,-25.12000000,0.00899000,-0.09200000,0.07800000,2800,30500,-251200,899,-9200,7800
1027,4.115140541,0.000000,1028,42010,0,0.23000000,3.04000000,-25.25000000,0.01500000,-0.08600000,0.07400000,2300,30400,-252500,1500,-8600,7400
1028,4.119147475,0.000000,1029,42014,0,0.19000000,3.01000000,-25.20990000,0.01799000,-0.08300000,0.07300000,1900,30100,-252099,1799,-8300,7300
1029,4.123155781,0.000000,1030,42018,0,0.25000000,3.04000000,-25.18000000,0.01500000,-0.08900000,0.07599000,2500,30400,-251800,1500,-8900,7599
1030,4.127153889,0.000000,1031,42022,0,0.22000000,3.05000000,-25.23000000,0.01600000,-0.08600000,0.07500000,2200,30500,-252300,1600,-8600,7500
1031,4.131161073,0.000000,1032,42026,0,0.25000000,3.06000000,-25.29000000,0.01400000,-0.08800000,0.07599000,2500,30600,-252900,1400,-8800,7599
1032,4.135156956,0.000000,1033,42030,0,0.24000000,3.04000000,-25.29000000,0.01700000,-0.08600000,0.07500000,2400,30400,-252900,1700,-8600,7500
1033,4.139167246,0.000000,1034,42034,0,0.23000000,3.02000000,-25.45990000,0.02300000,-0.08300000,0.07199000,2300,30200,-254599,2300,-8300,7199
1034,4.143168730,0.000000,1035,42038,0,0.25000000,3.03000000,-25.35000000,0.01799000,-0.08600000,0.07300000,2500,30300,-253500,1799,-8600,7300
1035,4.147171807,0.000000,1036,42042,0,0.30000000,3.06000000,-25.40000000,0.01500000,-0.08800000,0.07400000,3000,30600,-254000,1500,-8800,7400
1036,4.151175695,0.000000,1037,42046,0,0.25000000,3.04000000,-25.53000000,0.02100000,-0.08300000,0.07199000,2500,30400,-255300,2100,-8300,7199
1037,4.155222193,0.000000,1038,42050,0,0.21000000,3.00000000,-25.67000000,0.02600000,-0.07900000,0.06900000,2100,30000,-256700,2600,-7900,6900
1038,4.159201275,0.000000,1039,42054,0,0.24000000,3.00000000,-25.58000000,0.02200000,-0.08300000,0.07100000,2400,30000,-255800,2200,-8300,7100
1039,4.163194262,0.000000,1040,42058,0,0.26000000,3.01000000,-25.51000000,0.02000000,-0.08500000,0.07199000,2600,30100,-255100,2000,-8500,7199
1040,4.167219119,0.000000,1041,42062,0,0.22000000,3.00000000,-25.42000000,0.02300000,-0.08200000,0.07100000,2200,30000,-254200,2300,-8200,7100
1041,4.171205785,0.000000,1042,42066,0,0.21000000,3.00000000,-25.42000000,0.02200000,-0.08300000,0.07100000,2100,30000,-254200,2200,-8300,7100
1042,4.175210054,0.000000,1043,42070,0,0.20000000,3.00000000,-25.53000000,0.02300000,-0.08000000,0.07000000,2000,30000,-255300,2300,-8000,7000
1043,4.179205256,0.000000,1044,42074,0,0.21000000,3.01000000,-25.59000000,0.02300000,-0.08000000,0.07000000,2100,30100,-255900,2300,-8000,7000
1044,4.183198314,0.000000,1045,42078,0,0.20000000,3.00000000,-25.37990000,0.02200000,-0.08200000,0.07199000,2000,30000,-253799,2200,-8200,7199
1045,4.187211249,0.000000,1046,42082,0,0.19000000,3.02000000,-25.34000000,0.02100000,-0.08100000,0.07199000,1900,30200,-253400,2100,-8100,7199
1046,4.191216450,0.000000,1047,42086,0,0.30000000,3.03000000,-25.53000000,0.01700000,-0.08600000,0.07400000,3000,30300,-255300,1700,-8600,7400
1047,4.195217262,0.000000,1048,42090,0,0.28000000,3.04000000,-25.43000000,0.01799000,-0.08600000,0.07300000,2800,30400,-254300,1799,-8600,7300
1048,4.199218896,0.000000,1049,42094,0,0.29000000,3.06000000,-25.60000000,0.01600000,-0.08500000,0.07300000,2900,30600,-256000,1600,-8500,7300
1049,4.203233294,0.000000,1050,42098,0,0.27000000,3.05000000,-25.50000000,0.01300000,-0.08800000,0.07500000,2700,30500,-255000,1300,-8800,7500
1050,4.207229798,0.000000,1051,42102,0,0.25000000,3.06000000,-25.52000000,0.01700000,-0.08400000,0.07199000,2500,30600,-255200,1700,-8400,7199
1051,4.211236041,0.000000,1052,42106,0,0.24000000,3.02000000,-25.50000000,0.02000000,-0.08300000,0.07100000,2400,30200,-255000,2000,-8300,7100
1052,4.215291626,0.000000,1053,42110,0,0.19000000,3.01000000,-25.37990000,0.02100000,-0.08100000,0.07000000,1900,30100,-253799,2100,-8100,7000
1053,4.219242815,0.000000,1054,42114,0,0.26000000,3.06000000,-25.44000000,0.01500000,-0.08600000,0.07300000,2600,30600,-254400,1500,-8600,7300
1054,4.223252504,0.000000,1055,42118,0,0.31000000,3.05000000,-25.54000000,0.01300000,-0.08800000,0.07400000,3100,30500,-255400,1300,-8800,7400
1055,4.227248127,0.000000,1056,42122,0,0.29000000,3.05000000,-25.56000000,0.01500000,-0.08800000,0.07400000,2900,30500,-255600,1500,-8800,7400
1056,4.231253999,0.000000,1057,42126,0,0.29000000,3.06000000,-25.39000000,0.01200000,-0.08900000,0.07400000,2900,30600,-253900,1200,-8900,7400
1057,4.235301218,0.000000,1058,42130,0,0.30000000,3.04000000,-25.41000000,0.01300000,-0.08800000,0.07400000,3000,30400,-254100,1300,-8800,7400
1058,4.239260423,0.000000,1059,42134,0,0.31000000,3.04000000,-25.36000000,0.01100000,-0.09100000,0.07500000,3100,30400,-253600,1100,-9100,7500
1059,4.243252359,0.000000,1060,42138,0,0.22000000,3.01000000,-25.39000000,0.01700000,-0.08400000,0.07199000,2200,30100,-253900,1700,-8400,7199
1060,4.247249884,0.000000,1061,42142,0,0.19000000,3.02000000,-25.20990000,0.01600000,-0.08500000,0.07400000,1900,30200,-252099,1600,-8500,7400
1061,4.251252711,0.000000,1062,42146,0,0.20000000,3.01000000,-25.24000000,0.01700000,-0.08300000,0.07300000,2000,30100,-252400,1700,-8300,7300
1062,4.255291514,0.000000,1063,42150,0,0.20000000,3.03000000,-25.37000000,0.02000000,-0.08100000,0.07199000,2000,30300,-253700,2000,-8100,7199
1063,4.259268222,0.000000,1064,42154,0,0.17000000,3.01000000,-25.30000000,0.02200000,-0.08000000,0.07100000,1700,30100,-253000,2200,-8000,7100
1064,4.263272600,0.000000,1065,42158,0,0.22000000,3.03000000,-25.25000000,0.01799000,-0.08500000,0.07300000,2200,30300,-252500,1799,-8500,7300
1065,4.267288832,0.000000,1066,42162,0,0.19000000,3.03000000,-25.20000000,0.01700000,-0.08500000,0.07300000,1900,30300,-252000,1700,-8500,7300
1066,4.271287100,0.000000,1067,42166,0,0.21000000,3.06000000,-25.15000000,0.01500000,-0.08700000,0.07400000,2100,30600,-251500,1500,-8700,7400
1067,4.275305084,0.000000,1068,42170,0,0.25000000,3.05000000,-25.24000000,0.01300000,-0.08800000,0.07400000,2500,30500,-252400,1300,-8800,7400
1068,4.279293132,0.000000,1069,42174,0,0.21000000,3.02000000,-25.27000000,0.01799000,-0.08400000,0.07100000,2100,30200,-252700,1799,-8400,7100
1069,4.283304344,0.000000,1070,42178,0,0.24000000,3.05000000,-25.45000000,0.01600000,-0.08600000,0.07300000,2400,30500,-254500,1600,-8600,7300
1070,4.287300288,0.000000,1071,42182,0,0.22000000,3.06000000,-25.44000000,0.01600000,-0.08700000,0.07300000,2200,30600,-254400,1600,-8700,7300
1071,4.291305378,0.000000,1072,42186,0,0.18000000,3.05000000,-25.33000000,0.01799000,-0.08400000,0.07199000,1800,30500,-253300,1799,-8400,7199
1072,4.295316229,0.000000,1073,42190,0,0.20000000,3.04000000,-25.23000000,0.01899000,-0.08400000,0.07199000,2000,30400,-252300,1899,-8400,7199
1073,4.299315879,0.000000,1074,42194,0,0.22000000,3.04000000,-25.41000000,0.01899000,-0.08200000,0.07000000,2200,30400,-254100,1899,-8200,7000
1074,4.303323234,0.000000,1075,42198,0,0.20000000,3.03000000,-25.55000000,0.02200000,-0.07800000,0.06900000,2000,30300,-255500,2200,-7800,6900
1075,4.307319568,0.000000,1076,42202,0,0.20000000,3.00000000,-25.59000000,0.02200000,-0.07900000,0.07000000,2000,30000,-255900,2200,-7900,7000
1076,4.311306745,0.000000,1077,42206,0,0.17000000,2.95000000,-25.52000000,0.02600000,-0.07700000,0.06900000,1700,29500,-255200,2600,-7700,6900
1077,4.315328306,0.000000,1078,42210,0,0.20000000,2.97000000,-25.45990000,0.02400000,-0.07900000,0.07100000,2000,29700,-254599,2400,-7900,7100
1078,4.319325262,0.000000,1079,42214,0,0.19000000,2.97000000,-25.45990000,0.02300000,-0.08100000,0.07199000,1900,29700,-254599,2300,-8100,7199
1079,4.323319001,0.000000,1080,42218,0,0.14000000,2.97000000,-25.37990000,0.02600000,-0.07800000,0.07100000,1400,29700,-253799,2600,-7800,7100
1080,4.327319933,0.000000,1081,42222,0,0.13000000,2.97000000,-25.48000000,0.02700000,-0.07500000,0.06900000,1300,29700,-254800,2700,-7500,6900
1081,4.331326747,0.000000,1082,42226,0,0.19000000,2.98000000,-25.37990000,0.02300000,-0.08000000,0.07100000,1900,29800,-253799,2300,-8000,7100
1082,4.335347076,0.000000,1083,42230,0,0.19000000,2.98000000,-25.52000000,0.02400000,-0.08000000,0.07100000,1900,29800,-255200,2400,-8000,7100
1083,4.339342999,0.000000,1084,42234,0,0.19000000,3.01000000,-25.56000000,0.02300000,-0.08000000,0.07100000,1900,30100,-255600,2300,-8000,7100
1084,4.343352598,0.000000,1085,42238,0,0.25000000,3.05000000,-25.52000000,0.01700000,-0.08500000,0.07300000,2500,30500,-255200,1700,-8500,7300
1085,4.347348762,0.000000,1086,42242,0,0.25000000,3.05000000,-25.27000000,0.01300000,-0.08900000,0.07500000,2500,30500,-252700,1300,-8900,7500
1086,4.351344184,0.000000,1087,42246,0,0.26000000,3.03000000,-25.40000000,0.01500000,-0.08700000,0.07400000,2600,30300,-254000,1500,-8700,7400
1087,4.355367839,0.000000,1088,42250,0,0.27000000,3.02000000,-25.34000000,0.01400000,-0.09000000,0.07500000,2700,30200,-253400,1400,-9000,7500
1088,4.359352120,0.000000,1089,42254,0,0.27000000,3.04000000,-25.37000000,0.01300000,-0.08800000,0.07500000,2700,30400,-253700,1300,-8800,7500
1089,4.363359655,0.000000,1090,42258,0,0.23000000,3.03000000,-25.47000000,0.01799000,-0.08500000,0.07300000,2300,30300,-254700,1799,-8500,7300
1090,4.367371809,0.000000,1091,42262,0,0.15000000,3.01000000,-25.40000000,0.02300000,-0.08000000,0.07100000,1500,30100,-254000,2300,-8000,7100
1091,4.371372932,0.000000,1092,42266,0,0.22000000,3.06000000,-25.39000000,0.01600000,-0.08600000,0.07400000,2200,30600,-253900,1600,-8600,7400
1092,4.375398130,0.000000,1093,42270,0,0.26000000,3.07000000,-25.45000000,0.01300000,-0.08800000,0.07500000,2600,30700,-254500,1300,-8800,7500
1093,4.379381800,0.000000,1094,42274,0,0.33000000,3.07000000,-25.37990000,0.00500000,-0.09500000,0.07900000,3300,30700,-253799,500,-9500,7900
1094,4.383383314,0.000000,1095,42278,0,0.27000000,3.07000000,-25.19000000,0.00700000,-0.09400000,0.07800000,2700,30700,-251900,700,-9400,7800
1095,4.387386551,0.000000,1096,42282,0,0.21000000,3.04000000,-25.23000000,0.01400000,-0.08700000,0.07400000,2100,30400,-252300,1400,-8700,7400
1096,4.391390840,0.000000,1097,42286,0,0.15000000,3.01000000,-25.25000000,0.01899000,-0.08100000,0.07199000,1500,30100,-252500,1899,-8100,7199
1097,4.395396391,0.000000,1098,42290,0,0.17000000,3.00000000,-25.35000000,0.02000000,-0.08100000,0.07100000,1700,30000,-253500,2000,-8100,7100
1098,4.399390331,0.000000,1099,42294,0,0.24000000,3.02000000,-25.36000000,0.01500000,-0.08600000,0.07300000,2400,30200,-253600,1500,-8600,7300
1099,4.403389029,0.000000,1100,42298,0,0.18000000,3.02000000,-25.32000000,0.02000000,-0.08000000,0.07100000,1800,30200,-253200,2000,-8000,7100
1100,4.407397185,0.000000,1101,42302,0,0.13000000,2.98000000,-25.31000000,0.02600000,-0.07500000,0.06800000,1300,29800,-253100,2600,-7500,6800
1101,4.411398368,0.000000,1102,42306,0,0.13000000,2.99000000,-25.44000000,0.02700000,-0.07300000,0.06700000,1300,29900,-254400,2700,-7300,6700
1102,4.415415041,0.000000,1103,42310,0,0.15000000,3.00000000,-25.45000000,0.02400000,-0.07599000,0.06900000,1500,30000,-254500,2400,-7599,6900
1103,4.419403159,0.000000,1104,42314,0,0.10000000,2.98000000,-25.50000000,0.02900000,-0.07000000,0.06600000,1000,29800,-255000,2900,-7000,6600
1104,4.423400004,0.000000,1105,42318,0,0.12000000,3.00000000,-25.49000000,0.02700000,-0.07199000,0.06700000,1200,30000,-254900,2700,-7199,6700
1105,4.427412348,0.000000,1106,42322,0,0.08000000,3.00000000,-25.30000000,0.02800000,-0.07199000,0.06700000,800,30000,-253000,2800,-7199,6700
1106,4.431515101,0.000000,1107,42326,0,0.15000000,3.02000000,-25.37000000,0.02300000,-0.07599000,0.06800000,1500,30200,-253700,2300,-7599,6800
1107,4.435487921,0.000000,1108,42330,0,0.13000000,3.04000000,-25.25000000,0.02400000,-0.07700000,0.06900000,1300,30400,-252500,2400,-7700,6900
1108,4.439447596,0.000000,1109,42334,0,0.13000000,3.00000000,-25.30000000,0.02500000,-0.07700000,0.06900000,1300,30000,-253000,2500,-7700,6900
1109,4.443428702,0.000000,1110,42338,0,0.13000000,3.00000000,-25.27000000,0.02500000,-0.07500000,0.06900000,1300,30000,-252700,2500,-7500,6900
1110,4.447450574,0.000000,1111,42342,0,0.14000000,3.01000000,-25.31000000,0.02200000,-0.07599000,0.07000000,1400,30100,-253100,2200,-7599,7000
1111,4.451449152,0.000000,1112,42346,0,0.11000000,3.00000000,-25.19000000,0.02300000,-0.07500000,0.06900000,1100,30000,-251900,2300,-7500,6900
1112,4.455451457,0.000000,1113,42350,0,0.11000000,2.98000000,-25.18000000,0.02300000,-0.07700000,0.06900000,1100,29800,-251800,2300,-7700,6900
1113,4.459448102,0.000000,1114,42354,0,0.04000000,2.96000000,-25.08000000,0.02900000,-0.07199000,0.06700000,400,29600,-250800,2900,-7199,6700
1114,4.463451159,0.000000,1115,42358,0,0.09000000,2.99000000,-25.18000000,0.02800000,-0.07400000,0.06800000,900,29900,-251800,2800,-7400,6800
1115,4.467448314,0.000000,1116,42362,0,0.08000000,2.98000000,-25.07000000,0.02600000,-0.07500000,0.06900000,800,29800,-250700,2600,-7500,6900
1116,4.471443406,0.000000,1117,42366,0,0.14000000,3.00000000,-25.05000000,0.02200000,-0.07900000,0.07100000,1400,30000,-250500,2200,-7900,7100
1117,4.475457393,0.000000,1118,42370,0,0.14000000,3.00000000,-25.23000000,0.02300000,-0.07700000,0.07000000,1400,30000,-252300,2300,-7700,7000
1118,4.479476550,0.000000,1119,42374,0,0.16000000,3.01000000,-25.33000000,0.02300000,-0.07900000,0.07000000,1600,30100,-253300,2300,-7900,7000
1119,4.483456213,0.000000,1120,42378,0,0.20000000,3.05000000,-25.36000000,0.01899000,-0.08100000,0.07100000,2000,30500,-253600,1899,-8100,7100
1120,4.487455412,0.000000,1121,42382,0,0.21000000,3.04000000,-25.31000000,0.01799000,-0.08300000,0.07100000,2100,30400,-253100,1799,-8300,7100
1121,4.491463999,0.000000,1122,42386,0,0.20000000,3.03000000,-25.12990000,0.01799000,-0.08500000,0.07300000,2000,30300,-251299,1799,-8500,7300
1122,4.495469490,0.000000,1123,42390,0,0.18000000,3.02000000,-25.04000000,0.01899000,-0.08400000,0.07199000,1800,30200,-250400,1899,-8400,7199
1123,4.499471455,0.000000,1124,42394,0,0.17000000,3.00000000,-25.06000000,0.01899000,-0.08300000,0.07300000,1700,30000,-250600,1899,-8300,7300
1124,4.503467107,0.000000,1125,42398,0,0.18000000,3.01000000,-25.07000000,0.01899000,-0.08400000,0.07199000,1800,30100,-250700,1899,-8400,7199
1125,4.507483759,0.000000,1126,42402,0,0.20000000,3.02000000,-25.27000000,0.02100000,-0.08200000,0.07100000,2000,30200,-252700,2100,-8200,7100
1126,4.511474553,0.000000,1127,42406,0,0.24000000,3.04000000,-25.32000000,0.02000000,-0.08200000,0.07100000,2400,30400,-253200,2000,-8200,7100
1127,4.515478752,0.000000,1128,42410,0,0.23000000,3.04000000,-25.30000000,0.02100000,-0.08100000,0.07000000,2300,30400,-253000,2100,-8100,7000
1128,4.519473432,0.000000,1129,42414,0,0.23000000,3.02000000,-25.26000000,0.01899000,-0.08300000,0.07300000,2300,30200,-252600,1899,-8300,7300
1129,4.523471039,0.000000,1130,42418,0,0.21000000,3.00000000,-25.10000000,0.01899000,-0.08200000,0.07199000,2100,30000,-251000,1899,-8200,7199
1130,4.527473915,0.000000,1131,42422,0,0.19000000,2.98000000,-25.10000000,0.02100000,-0.08200000,0.07100000,1900,29800,-251000,2100,-8200,7100
1131,4.531481591,0.000000,1132,42426,0,0.19000000,3.00000000,-25.18000000,0.02100000,-0.08100000,0.07100000,1900,30000,-251800,2100,-8100,7100
1132,4.535486631,0.000000,1133,42430,0,0.19000000,3.00000000,-25.29000000,0.02500000,-0.07700000,0.07000000,1900,30000,-252900,2500,-7700,7000
1133,4.539485149,0.000000,1134,42434,0,0.11000000,2.99000000,-25.36000000,0.03100000,-0.07100000,0.06700000,1100,29900,-253600,3100,-7100,6700
1134,4.543481423,0.000000,1135,42438,0,0.14000000,2.99000000,-25.37000000,0.02900000,-0.07400000,0.06800000,1400,29900,-253700,2900,-7400,6800
1135,4.547493667,0.000000,1136,42442,0,0.18000000,3.00000000,-25.31000000,0.02300000,-0.08000000,0.07000000,1800,30000,-253100,2300,-8000,7000
1136,4.551482907,0.000000,1137,42446,0,0.18000000,2.99000000,-25.29000000,0.02200000,-0.07900000,0.07000000,1800,29900,-252900,2200,-7900,7000
1137,4.555495933,0.000000,1138,42450,0,0.20000000,3.01000000,-25.32000000,0.02000000,-0.08000000,0.07100000,2000,30100,-253200,2000,-8000,7100
1138,4.559494982,0.000000,1139,42454,0,0.21000000,3.01000000,-25.37990000,0.02200000,-0.07900000,0.07000000,2100,30100,-253799,2200,-7900,7000
1139,4.563496455,0.000000,1140,42458,0,0.22000000,3.02000000,-25.30000000,0.02000000,-0.08200000,0.07199000,2200,30200,-253000,2000,-8200,7199
1140,4.567500353,0.000000,1141,42462,0,0.16000000,2.97000000,-25.20990000,0.02500000,-0.07900000,0.07000000,1600,29700,-252099,2500,-7900,7000
1141,4.571506185,0.000000,1142,42466,0,0.16000000,3.00000000,-25.33000000,0.02300000,-0.07800000,0.07000000,1600,30000,-253300,2300,-7800,7000
1142,4.575512899,0.000000,1143,42470,0,0.15000000,3.01000000,-25.36000000,0.02200000,-0.07900000,0.07100000,1500,30100,-253600,2200,-7900,7100
1143,4.579522367,0.000000,1144,42474,0,0.15000000,3.01000000,-25.35000000,0.02100000,-0.07900000,0.07100000,1500,30100,-253500,2100,-7900,7100
1144,4.583536434,0.000000,1145,42478,0,0.13000000,3.01000000,-25.15000000,0.02400000,-0.07900000,0.07000000,1300,30100,-251500,2400,-7900,7000
1145,4.587527990,0.000000,1146,42482,0,0.13000000,3.01000000,-25.14000000,0.02300000,-0.07800000,0.06900000,1300,30100,-251400,2300,-7800,6900
1146,4.591526508,0.000000,1147,42486,0,0.18000000,3.03000000,-25.20000000,0.01899000,-0.08100000,0.07199000,1800,30300,-252000,1899,-8100,7199
1147,4.595522882,0.000000,1148,42490,0,0.24000000,3.04000000,-25.35000000,0.01600000,-0.08300000,0.07199000,2400,30400,-253500,1600,-8300,7199
1148,4.599529244,0.000000,1149,42494,0,0.24000000,3.03000000,-25.20990000,0.01400000,-0.08500000,0.07199000,2400,30300,-252099,1400,-8500,7199
1149,4.603529305,0.000000,1150,42498,0,0.21000000,3.01000000,-25.33000000,0.01799000,-0.08300000,0.07100000,2100,30100,-253300,1799,-8300,7100
1150,4.607527203,0.000000,1151,42502,0,0.23000000,3.02000000,-25.30000000,0.01600000,-0.08500000,0.07199000,2300,30200,-253000,1600,-8500,7199
1151,4.611530239,0.000000,1152,42506,0,0.21000000,3.03000000,-25.40000000,0.01799000,-0.08100000,0.06900000,2100,30300,-254000,1799,-8100,6900
1152,4.615553413,0.000000,1153,42510,0,0.17000000,3.01000000,-25.27000000,0.02200000,-0.08000000,0.06900000,1700,30100,-252700,2200,-8000,6900
