sample_index,t_s,latency_ms,status,fx_n,fy_n,fz_n,tx_nm,ty_nm,tz_nm,fx_raw,fy_raw,fz_raw,tx_raw,ty_raw,tz_raw
0,0.002427449,0.417108,0,0.5,3.1,-32.4,-0.06899999999999999,-0.06899999999999999,0.07150000000000001,25,155,-1620,-69,-69,110
1,0.002852783,0.404615,0,0.4,3.08,-32.74,-0.056999999999999995,-0.058,0.06695000000000001,20,154,-1637,-57,-58,103
2,0.003124941,0.264033,0,0.4,3.08,-32.74,-0.056999999999999995,-0.058,0.06695000000000001,20,154,-1637,-57,-58,103
3,0.003406416,0.276135,0,0.4,3.08,-32.74,-0.056999999999999995,-0.058,0.06695000000000001,20,154,-1637,-57,-58,103
4,0.003709372,0.298578,0,0.4,3.08,-32.74,-0.056999999999999995,-0.058,0.06695000000000001,20,154,-1637,-57,-58,103
5,0.003983193,0.269804,0,0.4,3.08,-32.74,-0.056999999999999995,-0.058,0.06695000000000001,20,154,-1637,-57,-58,103
6,0.004251794,0.264814,0,0.4,3.08,-32.74,-0.056999999999999995,-0.058,0.06695000000000001,20,154,-1637,-57,-58,103
7,0.004530845,0.275334,0,0.4,3.08,-32.74,-0.056999999999999995,-0.058,0.06695000000000001,20,154,-1637,-57,-58,103
8,0.004834271,0.299890,0,0.4,3.08,-32.74,-0.056999999999999995,-0.058,0.06695000000000001,20,154,-1637,-57,-58,103
9,0.005113041,0.274793,0,0.4,3.08,-32.74,-0.056999999999999995,-0.058,0.06695000000000001,20,154,-1637,-57,-58,103
10,0.005387964,0.271507,0,0.4,3.08,-32.74,-0.056999999999999995,-0.058,0.06695000000000001,20,154,-1637,-57,-58,103
11,0.005660472,0.268761,0,0.4,3.08,-32.74,-0.056999999999999995,-0.058,0.06695000000000001,20,154,-1637,-57,-58,103
12,0.005951285,0.287066,0,0.4,3.08,-32.74,-0.056999999999999995,-0.058,0.06695000000000001,20,154,-1637,-57,-58,103
13,0.006222722,0.267910,0,0.4,3.08,-32.74,-0.056999999999999995,-0.058,0.06695000000000001,20,154,-1637,-57,-58,103
14,0.006503355,0.271907,0,0.4,3.08,-32.74,-0.056999999999999995,-0.058,0.06695000000000001,20,154,-1637,-57,-58,103
15,0.006787826,0.277778,0,0.45999999999999996,3.1,-32.84,-0.061,-0.066,0.07150000000000001,23,155,-1642,-61,-66,110
16,0.007086894,0.292476,0,0.45999999999999996,3.1,-32.84,-0.061,-0.066,0.07150000000000001,23,155,-1642,-61,-66,110
17,0.007359633,0.266898,0,0.45999999999999996,3.1,-32.84,-0.061,-0.066,0.07150000000000001,23,155,-1642,-61,-66,110
18,0.007637241,0.272078,0,0.45999999999999996,3.1,-32.84,-0.061,-0.066,0.07150000000000001,23,155,-1642,-61,-66,110
19,0.007903007,0.260236,0,0.45999999999999996,3.1,-32.84,-0.061,-0.066,0.07150000000000001,23,155,-1642,-61,-66,110
20,0.008210952,0.302074,0,0.45999999999999996,3.1,-32.84,-0.061,-0.066,0.07150000000000001,23,155,-1642,-61,-66,110
21,0.008483089,0.265926,0,0.45999999999999996,3.1,-32.84,-0.061,-0.066,0.07150000000000001,23,155,-1642,-61,-66,110
22,0.008747783,0.259213,0,0.45999999999999996,3.1,-32.84,-0.061,-0.066,0.07150000000000001,23,155,-1642,-61,-66,110
23,0.009014301,0.263061,0,0.45999999999999996,3.1,-32.84,-0.061,-0.066,0.07150000000000001,23,155,-1642,-61,-66,110
24,0.009282211,0.263803,0,0.45999999999999996,3.1,-32.84,-0.061,-0.066,0.07150000000000001,23,155,-1642,-61,-66,110
25,0.009547255,0.261167,0,0.45999999999999996,3.1,-32.84,-0.061,-0.066,0.07150000000000001,23,155,-1642,-61,-66,110
26,0.009826466,0.275514,0,0.45999999999999996,3.1,-32.84,-0.061,-0.066,0.07150000000000001,23,155,-1642,-61,-66,110
27,0.010091671,0.260356,0,0.45999999999999996,3.1,-32.84,-0.061,-0.066,0.07150000000000001,23,155,-1642,-61,-66,110
28,0.010371363,0.276175,0,0.45999999999999996,3.1,-32.84,-0.061,-0.066,0.07150000000000001,23,155,-1642,-61,-66,110
29,0.010664129,0.289099,0,0.45999999999999996,3.1,-32.84,-0.061,-0.066,0.07150000000000001,23,155,-1642,-61,-66,110
30,0.010952998,0.285532,0,0.42,3.04,-32.74,-0.061,-0.065,0.06955,21,152,-1637,-61,-65,107
31,0.011226920,0.270365,0,0.42,3.04,-32.74,-0.061,-0.065,0.06955,21,152,-1637,-61,-65,107
32,0.011483879,0.253243,0,0.42,3.04,-32.74,-0.061,-0.065,0.06955,21,152,-1637,-61,-65,107
33,0.011757059,0.269764,0,0.42,3.04,-32.74,-0.061,-0.065,0.06955,21,152,-1637,-61,-65,107
34,0.012031501,0.270876,0,0.42,3.04,-32.74,-0.061,-0.065,0.06955,21,152,-1637,-61,-65,107
35,0.012300844,0.265947,0,0.42,3.04,-32.74,-0.061,-0.065,0.06955,21,152,-1637,-61,-65,107
36,0.012582860,0.278670,0,0.42,3.04,-32.74,-0.061,-0.065,0.06955,21,152,-1637,-61,-65,107
37,0.012852924,0.266748,0,0.42,3.04,-32.74,-0.061,-0.065,0.06955,21,152,-1637,-61,-65,107
38,0.013121655,0.265375,0,0.42,3.04,-32.74,-0.061,-0.065,0.06955,21,152,-1637,-61,-65,107
39,0.013379647,0.254686,0,0.42,3.04,-32.74,-0.061,-0.065,0.06955,21,152,-1637,-61,-65,107
40,0.013639832,0.256519,0,0.42,3.04,-32.74,-0.061,-0.065,0.06955,21,152,-1637,-61,-65,107
41,0.013898595,0.255116,0,0.42,3.04,-32.74,-0.061,-0.065,0.06955,21,152,-1637,-61,-65,107
42,0.014169831,0.267870,0,0.42,3.04,-32.74,-0.061,-0.065,0.06955,21,152,-1637,-61,-65,107
43,0.014456787,0.283710,0,0.42,3.04,-32.74,-0.061,-0.065,0.06955,21,152,-1637,-61,-65,107
44,0.014732842,0.272819,0,0.36,3.08,-32.66,-0.058,-0.059000000000000004,0.0676,18,154,-1633,-58,-59,104
45,0.015007214,0.269944,0,0.36,3.08,-32.66,-0.058,-0.059000000000000004,0.0676,18,154,-1633,-58,-59,104
46,0.015271026,0.259865,0,0.36,3.08,-32.66,-0.058,-0.059000000000000004,0.0676,18,154,-1633,-58,-59,104
47,0.015538144,0.263772,0,0.36,3.08,-32.66,-0.058,-0.059000000000000004,0.0676,18,154,-1633,-58,-59,104
48,0.015835479,0.294049,0,0.36,3.08,-32.66,-0.058,-0.059000000000000004,0.0676,18,154,-1633,-58,-59,104
49,0.016108969,0.270254,0,0.36,3.08,-32.66,-0.058,-0.059000000000000004,0.0676,18,154,-1633,-58,-59,104
50,0.016369906,0.257691,0,0.36,3.08,-32.66,-0.058,-0.059000000000000004,0.0676,18,154,-1633,-58,-59,104
51,0.016627667,0.254465,0,0.36,3.08,-32.66,-0.058,-0.059000000000000004,0.0676,18,154,-1633,-58,-59,104
52,0.016886090,0.255046,0,0.36,3.08,-32.66,-0.058,-0.059000000000000004,0.0676,18,154,-1633,-58,-59,104
53,0.017154430,0.264644,0,0.36,3.08,-32.66,-0.058,-0.059000000000000004,0.0676,18,154,-1633,-58,-59,104
54,0.017420898,0.262971,0,0.36,3.08,-32.66,-0.058,-0.059000000000000004,0.0676,18,154,-1633,-58,-59,104
55,0.017710498,0.286374,0,0.36,3.08,-32.66,-0.058,-0.059000000000000004,0.0676,18,154,-1633,-58,-59,104
56,0.017974841,0.261217,0,0.36,3.08,-32.66,-0.058,-0.059000000000000004,0.0676,18,154,-1633,-58,-59,104
57,0.018257619,0.279572,0,0.36,3.08,-32.66,-0.058,-0.059000000000000004,0.0676,18,154,-1633,-58,-59,104
58,0.018571104,0.310179,0,0.36,3.08,-32.66,-0.058,-0.059000000000000004,0.0676,18,154,-1633,-58,-59,104
59,0.018845115,0.270805,0,0.3,2.98,-32.92,-0.044000000000000004,-0.045,0.0598,15,149,-1646,-44,-45,92
60,0.019121621,0.272148,0,0.3,2.98,-32.92,-0.044000000000000004,-0.045,0.0598,15,149,-1646,-44,-45,92
61,0.019389301,0.264163,0,0.3,2.98,-32.92,-0.044000000000000004,-0.045,0.0598,15,149,-1646,-44,-45,92
62,0.019647452,0.255015,0,0.3,2.98,-32.92,-0.044000000000000004,-0.045,0.0598,15,149,-1646,-44,-45,92
63,0.019916555,0.265957,0,0.3,2.98,-32.92,-0.044000000000000004,-0.045,0.0598,15,149,-1646,-44,-45,92
64,0.020191989,0.272078,0,0.3,2.98,-32.92,-0.044000000000000004,-0.045,0.0598,15,149,-1646,-44,-45,92
65,0.020452916,0.257601,0,0.3,2.98,-32.92,-0.044000000000000004,-0.045,0.0598,15,149,-1646,-44,-45,92
66,0.020711729,0.255648,0,0.3,2.98,-32.92,-0.044000000000000004,-0.045,0.0598,15,149,-1646,-44,-45,92
67,0.020978186,0.262069,0,0.3,2.98,-32.92,-0.044000000000000004,-0.045,0.0598,15,149,-1646,-44,-45,92
68,0.021251706,0.270094,0,0.3,2.98,-32.92,-0.044000000000000004,-0.045,0.0598,15,149,-1646,-44,-45,92
69,0.021509167,0.254185,0,0.3,2.98,-32.92,-0.044000000000000004,-0.045,0.0598,15,149,-1646,-44,-45,92
70,0.021767519,0.255026,0,0.3,2.98,-32.92,-0.044000000000000004,-0.045,0.0598,15,149,-1646,-44,-45,92
71,0.022038144,0.267289,0,0.3,2.98,-32.92,-0.044000000000000004,-0.045,0.0598,15,149,-1646,-44,-45,92
72,0.022321953,0.280433,0,0.3,2.98,-32.92,-0.044000000000000004,-0.045,0.0598,15,149,-1646,-44,-45,92
73,0.022582810,0.257591,0,0.3,2.98,-32.92,-0.044000000000000004,-0.045,0.0598,15,149,-1646,-44,-45,92
74,0.022861400,0.275284,0,0.3,3.04,-32.66,-0.049,-0.053,0.06369999999999999,15,152,-1633,-49,-53,98
75,0.023133467,0.267338,0,0.3,3.04,-32.66,-0.049,-0.053,0.06369999999999999,15,152,-1633,-49,-53,98
76,0.023581293,0.415044,0,0.3,3.04,-32.66,-0.049,-0.053,0.06369999999999999,15,152,-1633,-49,-53,98
77,0.023852369,0.264454,0,0.3,3.04,-32.66,-0.049,-0.053,0.06369999999999999,15,152,-1633,-49,-53,98
78,0.024125258,0.265606,0,0.3,3.04,-32.66,-0.049,-0.053,0.06369999999999999,15,152,-1633,-49,-53,98
79,0.024408086,0.277638,0,0.3,3.04,-32.66,-0.049,-0.053,0.06369999999999999,15,152,-1633,-49,-53,98
80,0.024711251,0.297815,0,0.3,3.04,-32.66,-0.049,-0.053,0.06369999999999999,15,152,-1633,-49,-53,98
81,0.024991805,0.275494,0,0.3,3.04,-32.66,-0.049,-0.053,0.06369999999999999,15,152,-1633,-49,-53,98
82,0.025272589,0.275654,0,0.3,3.04,-32.66,-0.049,-0.053,0.06369999999999999,15,152,-1633,-49,-53,98
83,0.025547302,0.269223,0,0.3,3.04,-32.66,-0.049,-0.053,0.06369999999999999,15,152,-1633,-49,-53,98
84,0.025826693,0.273831,0,0.3,3.04,-32.66,-0.049,-0.053,0.06369999999999999,15,152,-1633,-49,-53,98
85,0.026092709,0.260536,0,0.3,3.04,-32.66,-0.049,-0.053,0.06369999999999999,15,152,-1633,-49,-53,98
86,0.026366009,0.267950,0,0.3,3.04,-32.66,-0.049,-0.053,0.06369999999999999,15,152,-1633,-49,-53,98
87,0.026651772,0.282316,0,0.3,3.04,-32.66,-0.049,-0.053,0.06369999999999999,15,152,-1633,-49,-53,98
88,0.026919682,0.264814,0,0.38,3.06,-32.68,-0.058,-0.056999999999999995,0.06565,19,153,-1634,-58,-57,101
89,0.027198603,0.275364,0,0.38,3.06,-32.68,-0.058,-0.056999999999999995,0.06565,19,153,-1634,-58,-57,101
90,0.027458398,0.256239,0,0.38,3.06,-32.68,-0.058,-0.056999999999999995,0.06565,19,153,-1634,-58,-57,101
91,0.027738140,0.276506,0,0.38,3.06,-32.68,-0.058,-0.056999999999999995,0.06565,19,153,-1634,-58,-57,101
92,0.027998535,0.257079,0,0.38,3.06,-32.68,-0.058,-0.056999999999999995,0.06565,19,153,-1634,-58,-57,101
93,0.028273398,0.270965,0,0.38,3.06,-32.68,-0.058,-0.056999999999999995,0.06565,19,153,-1634,-58,-57,101
94,0.028541679,0.264914,0,0.38,3.06,-32.68,-0.058,-0.056999999999999995,0.06565,19,153,-1634,-58,-57,101
95,0.028821561,0.276776,0,0.38,3.06,-32.68,-0.058,-0.056999999999999995,0.06565,19,153,-1634,-58,-57,101
96,0.029086586,0.256259,0,0.38,3.06,-32.68,-0.058,-0.056999999999999995,0.06565,19,153,-1634,-58,-57,101
97,0.029363833,0.273821,0,0.38,3.06,-32.68,-0.058,-0.056999999999999995,0.06565,19,153,-1634,-58,-57,101
98,0.029627786,0.260677,0,0.38,3.06,-32.68,-0.058,-0.056999999999999995,0.06565,19,153,-1634,-58,-57,101
99,0.029897439,0.266297,0,0.38,3.06,-32.68,-0.058,-0.056999999999999995,0.06565,19,153,-1634,-58,-57,101
100,0.030169677,0.268772,0,0.38,3.06,-32.68,-0.058,-0.056999999999999995,0.06565,19,153,-1634,-58,-57,101
101,0.030462694,0.289751,0,0.38,3.06,-32.68,-0.058,-0.056999999999999995,0.06565,19,153,-1634,-58,-57,101
102,0.030744479,0.278429,0,0.32,3.1,-32.36,-0.055,-0.056999999999999995,0.06565,16,155,-1618,-55,-57,101
103,0.031008382,0.260476,0,0.32,3.1,-32.36,-0.055,-0.056999999999999995,0.06565,16,155,-1618,-55,-57,101
104,0.031285649,0.274091,0,0.32,3.1,-32.36,-0.055,-0.056999999999999995,0.06565,16,155,-1618,-55,-57,101
105,0.031578937,0.290152,0,0.32,3.1,-32.36,-0.055,-0.056999999999999995,0.06565,16,155,-1618,-55,-57,101
106,0.031851696,0.269493,0,0.32,3.1,-32.36,-0.055,-0.056999999999999995,0.06565,16,155,-1618,-55,-57,101
107,0.032124875,0.269983,0,0.32,3.1,-32.36,-0.055,-0.056999999999999995,0.06565,16,155,-1618,-55,-57,101
108,0.032395891,0.267719,0,0.32,3.1,-32.36,-0.055,-0.056999999999999995,0.06565,16,155,-1618,-55,-57,101
109,0.032654253,0.254815,0,0.32,3.1,-32.36,-0.055,-0.056999999999999995,0.06565,16,155,-1618,-55,-57,101
110,0.032916613,0.259204,0,0.32,3.1,-32.36,-0.055,-0.056999999999999995,0.06565,16,155,-1618,-55,-57,101
111,0.033197958,0.278219,0,0.32,3.1,-32.36,-0.055,-0.056999999999999995,0.06565,16,155,-1618,-55,-57,101
112,0.033455238,0.253934,0,0.32,3.1,-32.36,-0.055,-0.056999999999999995,0.06565,16,155,-1618,-55,-57,101
113,0.033711256,0.252902,0,0.32,3.1,-32.36,-0.055,-0.056999999999999995,0.06565,16,155,-1618,-55,-57,101
114,0.033979045,0.264704,0,0.32,3.1,-32.36,-0.055,-0.056999999999999995,0.06565,16,155,-1618,-55,-57,101
115,0.034260200,0.278029,0,0.32,3.1,-32.36,-0.055,-0.056999999999999995,0.06565,16,155,-1618,-55,-57,101
116,0.034530705,0.267279,0,0.32,3.1,-32.36,-0.055,-0.056999999999999995,0.06565,16,155,-1618,-55,-57,101
117,0.034811398,0.277588,0,0.33999999999999997,3.1199999999999997,-32.56,-0.056999999999999995,-0.055999999999999994,0.0676,17,156,-1628,-57,-56,104
118,0.035084077,0.268431,0,0.33999999999999997,3.1199999999999997,-32.56,-0.056999999999999995,-0.055999999999999994,0.0676,17,156,-1628,-57,-56,104
119,0.035342179,0.254054,0,0.33999999999999997,3.1199999999999997,-32.56,-0.056999999999999995,-0.055999999999999994,0.0676,17,156,-1628,-57,-56,104
120,0.035608566,0.262390,0,0.33999999999999997,3.1199999999999997,-32.56,-0.056999999999999995,-0.055999999999999994,0.0676,17,156,-1628,-57,-56,104
121,0.035882217,0.269553,0,0.33999999999999997,3.1199999999999997,-32.56,-0.056999999999999995,-0.055999999999999994,0.0676,17,156,-1628,-57,-56,104
122,0.036151028,0.264624,0,0.33999999999999997,3.1199999999999997,-32.56,-0.056999999999999995,-0.055999999999999994,0.0676,17,156,-1628,-57,-56,104
123,0.036424528,0.268521,0,0.33999999999999997,3.1199999999999997,-32.56,-0.056999999999999995,-0.055999999999999994,0.0676,17,156,-1628,-57,-56,104
124,0.036711965,0.283649,0,0.33999999999999997,3.1199999999999997,-32.56,-0.056999999999999995,-0.055999999999999994,0.0676,17,156,-1628,-57,-56,104
125,0.036988862,0.273190,0,0.33999999999999997,3.1199999999999997,-32.56,-0.056999999999999995,-0.055999999999999994,0.0676,17,156,-1628,-57,-56,104
126,0.037260178,0.267479,0,0.33999999999999997,3.1199999999999997,-32.56,-0.056999999999999995,-0.055999999999999994,0.0676,17,156,-1628,-57,-56,104
127,0.037534620,0.270655,0,0.33999999999999997,3.1199999999999997,-32.56,-0.056999999999999995,-0.055999999999999994,0.0676,17,156,-1628,-57,-56,104
128,0.037835421,0.296463,0,0.33999999999999997,3.1199999999999997,-32.56,-0.056999999999999995,-0.055999999999999994,0.0676,17,156,-1628,-57,-56,104
129,0.038109022,0.269653,0,0.33999999999999997,3.1199999999999997,-32.56,-0.056999999999999995,-0.055999999999999994,0.0676,17,156,-1628,-57,-56,104
130,0.038383775,0.271026,0,0.33999999999999997,3.1199999999999997,-32.56,-0.056999999999999995,-0.055999999999999994,0.0676,17,156,-1628,-57,-56,104
131,0.038667234,0.279622,0,0.33999999999999997,3.1199999999999997,-32.56,-0.056999999999999995,-0.055999999999999994,0.0676,17,156,-1628,-57,-56,104
132,0.038961683,0.290692,0,0.3,3.1,-32.68,-0.054,-0.056999999999999995,0.06695000000000001,15,155,-1634,-54,-57,103
133,0.039236937,0.271607,0,0.3,3.1,-32.68,-0.054,-0.056999999999999995,0.06695000000000001,15,155,-1634,-54,-57,103
134,0.039509265,0.268892,0,0.3,3.1,-32.68,-0.054,-0.056999999999999995,0.06695000000000001,15,155,-1634,-54,-57,103
135,0.039784368,0.271747,0,0.3,3.1,-32.68,-0.054,-0.056999999999999995,0.06695000000000001,15,155,-1634,-54,-57,103
136,0.040077565,0.288027,0,0.3,3.1,-32.68,-0.054,-0.056999999999999995,0.06695000000000001,15,155,-1634,-54,-57,103
137,0.040346868,0.265696,0,0.3,3.1,-32.68,-0.054,-0.056999999999999995,0.06695000000000001,15,155,-1634,-54,-57,103
138,0.040620999,0.268781,0,0.3,3.1,-32.68,-0.054,-0.056999999999999995,0.06695000000000001,15,155,-1634,-54,-57,103
139,0.040889250,0.264784,0,0.3,3.1,-32.68,-0.054,-0.056999999999999995,0.06695000000000001,15,155,-1634,-54,-57,103
140,0.041144757,0.252091,0,0.3,3.1,-32.68,-0.054,-0.056999999999999995,0.06695000000000001,15,155,-1634,-54,-57,103
141,0.041404602,0.256529,0,0.3,3.1,-32.68,-0.054,-0.056999999999999995,0.06695000000000001,15,155,-1634,-54,-57,103
142,0.041676038,0.268080,0,0.3,3.1,-32.68,-0.054,-0.056999999999999995,0.06695000000000001,15,155,-1634,-54,-57,103
143,0.041956181,0.276576,0,0.3,3.1,-32.68,-0.054,-0.056999999999999995,0.06695000000000001,15,155,-1634,-54,-57,103
144,0.042220244,0.260617,0,0.3,3.1,-32.68,-0.054,-0.056999999999999995,0.06695000000000001,15,155,-1634,-54,-57,103
145,0.042534941,0.311271,0,0.3,3.1,-32.68,-0.054,-0.056999999999999995,0.06695000000000001,15,155,-1634,-54,-57,103
146,0.042972517,0.415164,0,0.38,3.16,-32.64,-0.068,-0.063,0.06955,19,158,-1632,-68,-63,107
147,0.043257940,0.277448,0,0.38,3.16,-32.64,-0.068,-0.063,0.06955,19,158,-1632,-68,-63,107
148,0.043539626,0.276146,0,0.38,3.16,-32.64,-0.068,-0.063,0.06955,19,158,-1632,-68,-63,107
149,0.043831039,0.285893,0,0.38,3.16,-32.64,-0.068,-0.063,0.06955,19,158,-1632,-68,-63,107
150,0.044106784,0.271006,0,0.38,3.16,-32.64,-0.068,-0.063,0.06955,19,158,-1632,-68,-63,107
151,0.044381276,0.269683,0,0.38,3.16,-32.64,-0.068,-0.063,0.06955,19,158,-1632,-68,-63,107
152,0.044660016,0.273831,0,0.38,3.16,-32.64,-0.068,-0.063,0.06955,19,158,-1632,-68,-63,107
153,0.044952271,0.287356,0,0.38,3.16,-32.64,-0.068,-0.063,0.06955,19,158,-1632,-68,-63,107
154,0.045229218,0.272077,0,0.38,3.16,-32.64,-0.068,-0.063,0.06955,19,158,-1632,-68,-63,107
155,0.045498030,0.265536,0,0.38,3.16,-32.64,-0.068,-0.063,0.06955,19,158,-1632,-68,-63,107
156,0.045753937,0.252711,0,0.38,3.16,-32.64,-0.068,-0.063,0.06955,19,158,-1632,-68,-63,107
157,0.046008302,0.251229,0,0.38,3.16,-32.64,-0.068,-0.063,0.06955,19,158,-1632,-68,-63,107
158,0.046305116,0.293658,0,0.38,3.16,-32.64,-0.068,-0.063,0.06955,19,158,-1632,-68,-63,107
159,0.046724529,0.405607,0,0.42,3.1399999999999997,-32.800000000000004,-0.065,-0.062,0.0689,21,157,-1640,-65,-62,106
160,0.047007076,0.276446,0,0.42,3.1399999999999997,-32.800000000000004,-0.065,-0.062,0.0689,21,157,-1640,-65,-62,106
161,0.047281548,0.269843,0,0.42,3.1399999999999997,-32.800000000000004,-0.065,-0.062,0.0689,21,157,-1640,-65,-62,106
162,0.047553105,0.267559,0,0.42,3.1399999999999997,-32.800000000000004,-0.065,-0.062,0.0689,21,157,-1640,-65,-62,106
163,0.047832747,0.275865,0,0.42,3.1399999999999997,-32.800000000000004,-0.065,-0.062,0.0689,21,157,-1640,-65,-62,106
164,0.048105526,0.269112,0,0.42,3.1399999999999997,-32.800000000000004,-0.065,-0.062,0.0689,21,157,-1640,-65,-62,106
165,0.048377794,0.268672,0,0.42,3.1399999999999997,-32.800000000000004,-0.065,-0.062,0.0689,21,157,-1640,-65,-62,106
166,0.048638090,0.256689,0,0.42,3.1399999999999997,-32.800000000000004,-0.065,-0.062,0.0689,21,157,-1640,-65,-62,106
167,0.048915066,0.273440,0,0.42,3.1399999999999997,-32.800000000000004,-0.065,-0.062,0.0689,21,157,-1640,-65,-62,106
168,0.049201200,0.282627,0,0.42,3.1399999999999997,-32.800000000000004,-0.065,-0.062,0.0689,21,157,-1640,-65,-62,106
169,0.049471004,0.266257,0,0.42,3.1399999999999997,-32.800000000000004,-0.065,-0.062,0.0689,21,157,-1640,-65,-62,106
170,0.049749714,0.275204,0,0.42,3.1399999999999997,-32.800000000000004,-0.065,-0.062,0.0689,21,157,-1640,-65,-62,106
171,0.050010220,0.256960,0,0.42,3.1399999999999997,-32.800000000000004,-0.065,-0.062,0.0689,21,157,-1640,-65,-62,106
172,0.050297256,0.283510,0,0.42,3.1399999999999997,-32.800000000000004,-0.065,-0.062,0.0689,21,157,-1640,-65,-62,106
173,0.050581526,0.279912,0,0.42,3.1399999999999997,-32.800000000000004,-0.065,-0.062,0.0689,21,157,-1640,-65,-62,106
174,0.050875364,0.290211,0,0.38,3.08,-33.300000000000004,-0.05,-0.05,0.060450000000000004,19,154,-1665,-50,-50,93
175,0.051152582,0.273230,0,0.38,3.08,-33.300000000000004,-0.05,-0.05,0.060450000000000004,19,154,-1665,-50,-50,93
176,0.051430751,0.274372,0,0.38,3.08,-33.300000000000004,-0.05,-0.05,0.060450000000000004,19,154,-1665,-50,-50,93
177,0.051712897,0.278730,0,0.38,3.08,-33.300000000000004,-0.05,-0.05,0.060450000000000004,19,154,-1665,-50,-50,93
178,0.051976158,0.259975,0,0.38,3.08,-33.300000000000004,-0.05,-0.05,0.060450000000000004,19,154,-1665,-50,-50,93
179,0.052249288,0.269944,0,0.38,3.08,-33.300000000000004,-0.05,-0.05,0.060450000000000004,19,154,-1665,-50,-50,93
180,0.052519472,0.266778,0,0.38,3.08,-33.300000000000004,-0.05,-0.05,0.060450000000000004,19,154,-1665,-50,-50,93
181,0.052779988,0.257320,0,0.38,3.08,-33.300000000000004,-0.05,-0.05,0.060450000000000004,19,154,-1665,-50,-50,93
182,0.053049221,0.266027,0,0.38,3.08,-33.300000000000004,-0.05,-0.05,0.060450000000000004,19,154,-1665,-50,-50,93
183,0.053333962,0.281265,0,0.38,3.08,-33.300000000000004,-0.05,-0.05,0.060450000000000004,19,154,-1665,-50,-50,93
184,0.053598646,0.261188,0,0.38,3.08,-33.300000000000004,-0.05,-0.05,0.060450000000000004,19,154,-1665,-50,-50,93
185,0.053874400,0.272208,0,0.38,3.08,-33.300000000000004,-0.05,-0.05,0.060450000000000004,19,154,-1665,-50,-50,93
186,0.054139515,0.261528,0,0.38,3.08,-33.300000000000004,-0.05,-0.05,0.060450000000000004,19,154,-1665,-50,-50,93
187,0.054453361,0.310399,0,0.38,3.08,-33.300000000000004,-0.05,-0.05,0.060450000000000004,19,154,-1665,-50,-50,93
188,0.054719768,0.262951,0,0.48,3.06,-33.08,-0.06,-0.06,0.06695000000000001,24,153,-1654,-60,-60,103
189,0.054996344,0.272799,0,0.48,3.06,-33.08,-0.06,-0.06,0.06695000000000001,24,153,-1654,-60,-60,103
190,0.055258493,0.258833,0,0.48,3.06,-33.08,-0.06,-0.06,0.06695000000000001,24,153,-1654,-60,-60,103
191,0.055528507,0.266708,0,0.48,3.06,-33.08,-0.06,-0.06,0.06695000000000001,24,153,-1654,-60,-60,103
192,0.055793622,0.262109,0,0.48,3.06,-33.08,-0.06,-0.06,0.06695000000000001,24,153,-1654,-60,-60,103
193,0.056078954,0.282337,0,0.48,3.06,-33.08,-0.06,-0.06,0.06695000000000001,24,153,-1654,-60,-60,103
194,0.056344790,0.262790,0,0.48,3.06,-33.08,-0.06,-0.06,0.06695000000000001,24,153,-1654,-60,-60,103
195,0.056602882,0.254886,0,0.48,3.06,-33.08,-0.06,-0.06,0.06695000000000001,24,153,-1654,-60,-60,103
196,0.056871303,0.265375,0,0.48,3.06,-33.08,-0.06,-0.06,0.06695000000000001,24,153,-1654,-60,-60,103
197,0.057132120,0.257591,0,0.48,3.06,-33.08,-0.06,-0.06,0.06695000000000001,24,153,-1654,-60,-60,103
198,0.057405600,0.270244,0,0.48,3.06,-33.08,-0.06,-0.06,0.06695000000000001,24,153,-1654,-60,-60,103
199,0.057684130,0.275304,0,0.48,3.06,-33.08,-0.06,-0.06,0.06695000000000001,24,153,-1654,-60,-60,103
200,0.057972668,0.285352,0,0.48,3.06,-33.08,-0.06,-0.06,0.06695000000000001,24,153,-1654,-60,-60,103
201,0.058230920,0.254565,0,0.48,3.06,-33.08,-0.06,-0.06,0.06695000000000001,24,153,-1654,-60,-60,103
202,0.058510381,0.276125,0,0.48,3.06,-33.08,-0.06,-0.06,0.06695000000000001,24,153,-1654,-60,-60,103
203,0.058780796,0.267269,0,0.42,3.1,-32.86,-0.066,-0.064,0.07085,21,155,-1643,-66,-64,109
204,0.059035892,0.251549,0,0.42,3.1,-32.86,-0.066,-0.064,0.07085,21,155,-1643,-66,-64,109
205,0.059286970,0.247912,0,0.42,3.1,-32.86,-0.066,-0.064,0.07085,21,155,-1643,-66,-64,109
206,0.059539932,0.249685,0,0.42,3.1,-32.86,-0.066,-0.064,0.07085,21,155,-1643,-66,-64,109
207,0.059799918,0.256870,0,0.42,3.1,-32.86,-0.066,-0.064,0.07085,21,155,-1643,-66,-64,109
208,0.060054352,0.251248,0,0.42,3.1,-32.86,-0.066,-0.064,0.07085,21,155,-1643,-66,-64,109
209,0.060305461,0.248043,0,0.42,3.1,-32.86,-0.066,-0.064,0.07085,21,155,-1643,-66,-64,109
210,0.060561238,0.252521,0,0.42,3.1,-32.86,-0.066,-0.064,0.07085,21,155,-1643,-66,-64,109
211,0.060833436,0.269202,0,0.42,3.1,-32.86,-0.066,-0.064,0.07085,21,155,-1643,-66,-64,109
