method,unit,condition,scheduled_phase,slot_state,attempt_id,status,artifact_parsed,artifact_sha256,reason,force_mae_n,force_rmse_n,force_peak_n,force_error_peak_n,load_min_n,path_rms_m,path_peak_m,progress_ratio,actual_progress_m,reference_progress_m,attitude_rms_rad,attitude_peak_rad,low_load_duration_s,saturation_ticks,qp_intervention_ticks,low_load_duration_definition
DSFC,16,nominal,bayesian_ei,incomplete_running_or_pending,DSFC-16-nominal,complete,True,a7242e0bd3df462964f3b5f82ceb1e5316fd0e3dd566bdab6f299f53d58b5959,,1.297077712654031,1.5453109551178439,9.45867904345479,4.45867904345479,2.2155393511644643,0.010307801142710816,0.02507462134965246,0.8993132210836837,0.17096905683564376,0.19011068983243,0.21087661110645534,0.3694013113409891,0.0,17569,0,duration of true_normal_load_n < 1 N on the declared sample grid; not geometric separation or physical contact loss
DSFC,16,disturbed,bayesian_ei,incomplete_running_or_pending,DSFC-16-disturbed,running,False,,,,,,,,,,,,,,,,,,
DSFC,17,nominal,bayesian_ei,not_run,,,False,,,,,,,,,,,,,,,,,,
DSFC,17,disturbed,bayesian_ei,not_run,,,False,,,,,,,,,,,,,,,,,,
DSFC,18,nominal,bayesian_ei,not_run,,,False,,,,,,,,,,,,,,,,,,
DSFC,18,disturbed,bayesian_ei,not_run,,,False,,,,,,,,,,,,,,,,,,
DSFC,19,nominal,bayesian_ei,not_run,,,False,,,,,,,,,,,,,,,,,,
DSFC,19,disturbed,bayesian_ei,not_run,,,False,,,,,,,,,,,,,,,,,,
DSFC,20,nominal,repeat_incumbent,not_run,,,False,,,,,,,,,,,,,,,,,,
DSFC,20,disturbed,repeat_incumbent,not_run,,,False,,,,,,,,,,,,,,,,,,
DSFC,21,nominal,repeat_incumbent,not_run,,,False,,,,,,,,,,,,,,,,,,
DSFC,21,disturbed,repeat_incumbent,not_run,,,False,,,,,,,,,,,,,,,,,,
DSFC,22,nominal,repeat_incumbent,not_run,,,False,,,,,,,,,,,,,,,,,,
DSFC,22,disturbed,repeat_incumbent,not_run,,,False,,,,,,,,,,,,,,,,,,
DSFC,23,nominal,repeat_incumbent,not_run,,,False,,,,,,,,,,,,,,,,,,
DSFC,23,disturbed,repeat_incumbent,not_run,,,False,,,,,,,,,,,,,,,,,,
MSFC,0,nominal,initial,completed_feasible,MSFC-00-nominal,complete,True,74d541d3674b10b4006b4e82606cef07516a13525e853455f8fb626101f7587c,,0.07679269940629867,0.18311564848357753,6.072974608708175,1.0729746087081748,4.185973499485057,0.005220504172400269,0.007970575594991352,0.8765636486096647,0.1666525145371374,0.19012026656759987,0.018493545633586288,0.03778703242139093,0.0,0,45,duration of true_normal_load_n < 1 N on the declared sample grid; not geometric separation or physical contact loss
MSFC,0,disturbed,initial,completed_feasible,MSFC-00-disturbed,complete,True,b323f738dd3bf67f28a0829bead3c846d971f64b6ac5688e0e89679a22c5191a,,0.44796350936774537,0.8311337182978308,6.072974608708175,3.1005691499062857,1.8994308500937143,0.006423416401111193,0.013713094034080543,0.8939720435823436,0.16996743399005942,0.19012611771276688,0.05167642332969033,0.15549920576889487,0.0,275,4416,duration of true_normal_load_n < 1 N on the declared sample grid; not geometric separation or physical contact loss
MSFC,1,nominal,initial,completed_feasible,MSFC-01-nominal,complete,True,03bbe1d2123d095ed4def2d0778f065890bbac063b811b86bfb0253ac3f5925b,,0.07201019950739586,0.17448100978826775,5.892614256409829,0.8926142564098294,4.266685478776627,0.005218855337696128,0.0078358209707393,0.8749717274120868,0.16634989900258412,0.1901203133666947,0.020364847148215764,0.03700039264087504,0.0,0,85,duration of true_normal_load_n < 1 N on the declared sample grid; not geometric separation or physical contact loss
MSFC,1,disturbed,initial,completed_feasible,MSFC-01-disturbed,complete,True,103386ceb9fa72414c4b3e724be06b24b7131ba4a7af1b03f31621aba4f741a7,,0.44483325346097535,0.8321772773242408,5.892614256409829,3.043460448424172,1.956539551575828,0.006496374309824224,0.01472868819907621,0.8864545025343473,0.16853825029186612,0.1901262273585618,0.05230645610018082,0.15522920778229704,0.0,644,4967,duration of true_normal_load_n < 1 N on the declared sample grid; not geometric separation or physical contact loss
MSFC,2,nominal,initial,completed_feasible,MSFC-02-nominal,complete,True,a16f00120e4956ad1c883e897174c5a88d81fe228b32ce2eed27c83f75203ef2,,0.0608973258008069,0.15105017987453878,5.72553015436953,0.7877716187459054,4.212228381254095,0.005216500366643571,0.007465372489696361,0.873291810617147,0.16603054232176398,0.1901203472919685,0.02279958835882959,0.042193395997735056,0.0,0,0,duration of true_normal_load_n < 1 N on the declared sample grid; not geometric separation or physical contact loss
MSFC,2,disturbed,initial,completed_feasible,MSFC-02-disturbed,complete,True,62a4e263f0205ee206d4dc9776a50ebb8e218e759ac063c578db3c4482bf9495,,0.4319520237826762,0.818009041664127,5.72553015436953,2.7469816968455247,2.2530183031544753,0.006360166951222105,0.013738355900838176,0.8826840215047375,0.1678213142349037,0.19012614950117004,0.050550336006106325,0.1518700395818797,0.0,469,5109,duration of true_normal_load_n < 1 N on the declared sample grid; not geometric separation or physical contact loss
MSFC,3,nominal,initial,completed_nominal_infeasible,MSFC-03-nominal,complete,True,0d459958dc4d48deab07971b61e22f2db23a1f7f6f8f6ab525a719abaa331e25,,0.12570481399611355,0.29565765028214963,6.443780650133773,1.4437806501337729,3.7291293931564495,0.005466543734404649,0.008265271968469374,0.8521961592415797,0.16202016355735444,0.19012073898754234,0.047090493102011216,0.0927270120248978,0.0,0,155,duration of true_normal_load_n < 1 N on the declared sample grid; not geometric separation or physical contact loss
MSFC,3,disturbed,initial,completed_nominal_infeasible,MSFC-03-disturbed,complete,True,224cd7bd897ffa657a80de1f5007b41c0cb0314f3307eb190f9f295d1680705b,,0.5030685184835889,1.0052006658580412,6.443780650133773,3.9111683718270367,1.088831628172963,0.007712635816162791,0.023903845159073206,0.8650614940646373,0.16447216111455454,0.19012771027612657,0.06403766714823364,0.12917630645775044,0.0,2134,1023,duration of true_normal_load_n < 1 N on the declared sample grid; not geometric separation or physical contact loss
MSFC,4,nominal,initial,completed_nominal_infeasible,MSFC-04-nominal,complete,True,6a3e93a848cbb46636673b57f183908e6e2be53f3ee5103948bf0672ab0fdc5b,,0.13706222177104851,0.3213564106524708,6.695593668382103,2.1465701203192786,2.8534298796807214,0.005255004721686169,0.007976280437204336,0.8702139222856352,0.1654452706074158,0.19012022948664198,0.017578559186705492,0.04189422282375029,0.0,0,306,duration of true_normal_load_n < 1 N on the declared sample grid; not geometric separation or physical contact loss
MSFC,4,disturbed,initial,completed_nominal_infeasible,MSFC-04-disturbed,complete,True,380f5e4d62747038f37cc36b72773c53b9d055b3ef5f320bbac88ce11a1d992b,,0.5032639187764293,0.8629843488271466,6.695593668382103,3.167722968918736,1.8322770310812644,0.0064666753485446895,0.012063526764098017,0.8890783528191102,0.16903786450793876,0.19012707257121894,0.04859030957835234,0.10872018073688634,0.0,0,1609,duration of true_normal_load_n < 1 N on the declared sample grid; not geometric separation or physical contact loss
MSFC,5,nominal,initial,completed_nominal_infeasible,MSFC-05-nominal,complete,True,ef4e6ccb400aec22217ab68ba15a1f63f473d0091e4af7a985a4a120af2cc94d,,0.1471244146999262,0.34730397295499144,6.698040666857737,1.70928224665162,3.29071775334838,0.005442017256649604,0.008583560926880797,0.8552979377749519,0.16260983798593445,0.19012069456049682,0.04325882336209715,0.08463257035943075,0.0,0,156,duration of true_normal_load_n < 1 N on the declared sample grid; not geometric separation or physical contact loss
MSFC,5,disturbed,initial,completed_nominal_infeasible,MSFC-05-disturbed,complete,True,09782ba2dea47a957e7017b675bf70e3fd10d1e9a6319290065907388339b691,,0.5171845972890059,0.9332753369209742,6.698040666857737,3.503098827474676,1.4969011725253238,0.007284013937111276,0.018017347382166284,0.8771502396064944,0.1667700053681658,0.1901270704126831,0.060731414603409355,0.12439366282879594,0.0,1061,3298,duration of true_normal_load_n < 1 N on the declared sample grid; not geometric separation or physical contact loss
MSFC,6,nominal,initial,completed_nominal_infeasible,MSFC-06-nominal,complete,True,a6d68bc64536496e83073a482a794ed7dc2fb3106f79252c92be4485bd4bf25c,,0.1663765549361389,0.3770169303927379,7.070464840932684,2.070464840932684,3.555319649384367,0.004575522753718935,0.006524391644030795,0.8316914138153187,0.15812248966692038,0.1901215848093777,0.012743064843863955,0.024908158002610446,0.0,0,180,duration of true_normal_load_n < 1 N on the declared sample grid; not geometric separation or physical contact loss
MSFC,6,disturbed,initial,completed_nominal_infeasible,MSFC-06-disturbed,complete,True,2ea59fe9d72a0cc1e8665c9c6da1f8e7c891509802b4a5a62109fbd7111b5d2a,,0.5264744117221984,0.9041861941399436,7.070464840932684,3.289384917639395,1.7106150823606052,0.00492934964330821,0.009802333079356528,0.8706124411154301,0.16552413418107292,0.1901237868471109,0.01810594548281981,0.03808845821095322,0.0,0,180,duration of true_normal_load_n < 1 N on the declared sample grid; not geometric separation or physical contact loss
MSFC,7,nominal,initial,completed_nominal_and_disturbed_guard_infeasible,MSFC-07-nominal,complete,True,7287ac24c47b52329deae08d1aa1e7e71994e5be4065aeaab92ea8f7ab8e9e90,,0.8715908827603798,1.0601415522340343,7.5815001028182785,2.59646275146995,2.40353724853005,0.005944996417209174,0.010486477965524488,0.8527148179754833,0.1621174159995307,0.19011914954689083,0.03055368183448462,0.05470467990144813,0.0,0,2303,duration of true_normal_load_n < 1 N on the declared sample grid; not geometric separation or physical contact loss
MSFC,7,disturbed,initial,completed_nominal_and_disturbed_guard_infeasible,MSFC-07-disturbed,complete,True,ad5c07a2705474d680506eb312b8a3c06a81cfd21d203859d02cf5d3872acdf8,,0.8264103253355044,1.2234065724894414,7.5815001028182785,3.514227677238507,1.4857723227614932,0.007023881802634192,0.012995211131604609,0.8120447821907739,0.15439242130939074,0.1901279642396856,0.051809490683707805,0.08194471190876675,0.0,0,2647,duration of true_normal_load_n < 1 N on the declared sample grid; not geometric separation or physical contact loss
MSFC,8,nominal,bayesian_ei,completed_feasible,MSFC-08-nominal,complete,True,d14fa0c3a49102f17d8229eb0bd718061475994271edd8eda820b0f5f20ff358,,0.08447678313169336,0.20835482695030705,6.041583384718819,1.0415833847188187,4.00639289033627,0.005285803050269684,0.007311803105832699,0.8625465954563036,0.16398784365639904,0.19012056220527582,0.03692753956616071,0.07343015379185255,0.0,0,0,duration of true_normal_load_n < 1 N on the declared sample grid; not geometric separation or physical contact loss
MSFC,8,disturbed,bayesian_ei,completed_feasible,MSFC-08-disturbed,complete,True,550fee4a62630ac3a2b4508789042d40b696879ff097446f90252585be7ed62d,,0.45289733695714696,0.8258977390856337,6.041583384718819,2.6512405653971096,2.3487594346028904,0.006657891169148111,0.014682752293171735,0.8715729622854386,0.16570907365831383,0.19012645048532886,0.055056748281677656,0.1435237094351089,0.0,594,5171,duration of true_normal_load_n < 1 N on the declared sample grid; not geometric separation or physical contact loss
MSFC,9,nominal,bayesian_ei,completed_nominal_and_disturbed_guard_infeasible,MSFC-09-nominal,complete,True,31e4e7d5455df2958e3e5a6c7ae6ae6f890e2e646b6de275531655a387b609e4,,1.3876086637062204,1.6589215644921567,9.866277351670313,4.866277351670313,2.0506815945289656,0.011045083168421673,0.02673464574382277,0.8964508148532162,0.1704236191941057,0.1901092802531622,0.22712180129971649,0.39431594335798187,0.0,19243,3,duration of true_normal_load_n < 1 N on the declared sample grid; not geometric separation or physical contact loss
MSFC,9,disturbed,bayesian_ei,completed_nominal_and_disturbed_guard_infeasible,MSFC-09-disturbed,complete,True,40ef5dea311a28cbdd7909e35c463f4a165d26d5c204df4c38b8fd02f650d63c,,0.6957215223844371,1.160645587970498,7.258586043666718,4.191900466650892,0.8080995333491083,0.008473019831406242,0.019106005144494904,0.8637955767711297,0.16423257585189718,0.19012898452872265,0.09595133707909237,0.2194878471660998,0.056,7705,1190,duration of true_normal_load_n < 1 N on the declared sample grid; not geometric separation or physical contact loss
MSFC,10,nominal,bayesian_ei,completed_feasible,MSFC-10-nominal,complete,True,663ddbfab1ebfe587622cc3697895688486645e8d7966724f65057ba9df12b68,,0.0775468135140887,0.1892542062424351,5.888836075905489,0.8888360759054894,4.168583171436489,0.0052438610126028596,0.007915288680882102,0.8722007775459029,0.16582315499313358,0.19012039344852166,0.024151063628742656,0.044324837910447404,0.0,0,57,duration of true_normal_load_n < 1 N on the declared sample grid; not geometric separation or physical contact loss
MSFC,10,disturbed,bayesian_ei,completed_feasible,MSFC-10-disturbed,complete,True,7f7b9e7f472af3766003aef2153766e2ffefd035cc5e1e7c7e82498d057f5310,,0.45052603025523547,0.8369768426089678,5.888836075905489,3.0230332047844852,1.976966795215515,0.006589733610855552,0.015443309591096237,0.8829899132962887,0.16787963165505618,0.19012633001473925,0.053130334269181144,0.15140162953788908,0.0,773,4979,duration of true_normal_load_n < 1 N on the declared sample grid; not geometric separation or physical contact loss
MSFC,11,nominal,bayesian_ei,completed_feasible,MSFC-11-nominal,complete,True,4dc5063433384a585bd09a1d7af563f70a025d1fdde871086c4d7fa2b1a0b2f8,,0.04917025071528921,0.12424546052670345,6.048956890224675,1.194931870963655,3.805068129036345,0.00521678822099574,0.00758004051875993,0.8828794372446312,0.1678531124168668,0.19012008359908997,0.013093430259366497,0.037381679498870404,0.0,0,5,duration of true_normal_load_n < 1 N on the declared sample grid; not geometric separation or physical contact loss
MSFC,11,disturbed,bayesian_ei,completed_feasible,MSFC-11-disturbed,complete,True,1f86dbb83dc1a53239ce2592f6827fa96f359fd4887e1ffb44ed5855e2fc6e9d,,0.4158772341819673,0.8025431312688003,6.048956890224675,2.806456622617216,2.193543377382784,0.006249527357073306,0.011883456465972869,0.9035598790394178,0.1717906680714911,0.1901264897398092,0.04584819677814241,0.11863566232934683,0.0,0,1778,duration of true_normal_load_n < 1 N on the declared sample grid; not geometric separation or physical contact loss
MSFC,12,nominal,bayesian_ei,completed_nominal_and_disturbed_guard_infeasible,MSFC-12-nominal,complete,True,3ab4914d6d2b60db8dfb8577519d52fcc89f340809f6c904a6ef4a6e45453f55,,1.3185153868888644,1.5755640775697237,9.589668175808198,4.589668175808198,2.1694085000109813,0.010395520722289569,0.02519140734316546,0.8995991623557145,0.17102322014272062,0.1901104706399177,0.21280495718563255,0.37320139076875236,0.0,17791,0,duration of true_normal_load_n < 1 N on the declared sample grid; not geometric separation or physical contact loss
MSFC,12,disturbed,bayesian_ei,completed_nominal_and_disturbed_guard_infeasible,MSFC-12-disturbed,complete,True,e50ff14b97db709b942c4fea89600e5d6270b47a1734f10539ff52429425ce27,,0.6633756645432212,1.1097273736048854,7.109518630929579,4.009301176820105,0.9906988231798953,0.00818807966565997,0.018481323663784736,0.8655518502757605,0.16456642280913092,0.19012890187537682,0.08638047745932097,0.19958922388589617,0.012,6027,1021,duration of true_normal_load_n < 1 N on the declared sample grid; not geometric separation or physical contact loss
MSFC,13,nominal,bayesian_ei,completed_nominal_infeasible,MSFC-13-nominal,complete,True,9e9ed1bb1a075b0956682305306097ac8f8335ab1aa04b390dbd447a8ded575e,,0.12357484382089577,0.2818797933596407,6.274466509416778,1.2744665094167784,3.8089432330120396,0.005506256949532354,0.00827277835602644,0.8536872137192074,0.16230360366414823,0.19012069181292987,0.0468441436333516,0.11516730548546036,0.0,0,0,duration of true_normal_load_n < 1 N on the declared sample grid; not geometric separation or physical contact loss
MSFC,13,disturbed,bayesian_ei,completed_nominal_infeasible,MSFC-13-disturbed,complete,True,ed2140c7fcb4c8f400def10a596314291af4101a078118b32cc2329875b5e1d9,,0.493009013353947,0.8497444570690085,6.274466509416778,2.6264108516499025,2.3735891483500975,0.0068949603485047375,0.015482595072434196,0.8614790706842061,0.16379008193732808,0.19012659449432973,0.062214234767758135,0.141268797934293,0.0,723,5193,duration of true_normal_load_n < 1 N on the declared sample grid; not geometric separation or physical contact loss
MSFC,14,nominal,bayesian_ei,completed_nominal_and_disturbed_guard_infeasible,MSFC-14-nominal,complete,True,18efe3a1133a949be5097aaeaa4b03a7e3e4a3d9c012f9522a5852c1aebff409,,1.6060168243901614,1.9504239613013976,11.316362126010198,6.316362126010198,1.3002425885803703,0.012524364246708533,0.03165135345603442,0.8883958898615485,0.1688894994886431,0.19010612432590562,0.25610081891037945,0.4784993610422561,0.0,21360,24,duration of true_normal_load_n < 1 N on the declared sample grid; not geometric separation or physical contact loss
MSFC,14,disturbed,bayesian_ei,completed_nominal_and_disturbed_guard_infeasible,MSFC-14-disturbed,complete,True,b497fc21344683a3e4cce01b8c32f129df11787a5111b8145ece8a1214167a34,,1.3977358832022775,1.7517999269121325,10.326248325600478,5.326248325600478,0.0,0.011261196713997996,0.023773456592209318,0.8879542966885283,0.1688176244147132,0.19011972242748224,0.1801488844448917,0.37063296789147077,1.034,17008,2128,duration of true_normal_load_n < 1 N on the declared sample grid; not geometric separation or physical contact loss
MSFC,15,nominal,bayesian_ei,completed_nominal_and_disturbed_guard_infeasible,MSFC-15-nominal,complete,True,89abd48b55ab045792d477ecc4ff6de67412898a298707a7d608804ff25c5ef6,,1.5958633831501778,1.9234142320034273,11.151586917867634,6.151586917867634,1.5094834748223356,0.01332587976133945,0.03363174603119761,0.8828659074134677,0.16783688702440944,0.19010461907643617,0.2723624271991848,0.49743581959927724,0.0,22262,9,duration of true_normal_load_n < 1 N on the declared sample grid; not geometric separation or physical contact loss
MSFC,15,disturbed,bayesian_ei,completed_nominal_and_disturbed_guard_infeasible,MSFC-15-disturbed,complete,True,e8d1af20719f955fdc22c762e2cc163fd67124eba8360e113d96ef64f9659112,,1.4799157046617764,1.8220012947114852,10.499417548073572,5.499417548073572,0.0,0.012281382266074711,0.027239711817087068,0.8844292475300709,0.1681447380586198,0.19011666397079752,0.2063563985508682,0.4250588589120985,0.886,20129,2706,duration of true_normal_load_n < 1 N on the declared sample grid; not geometric separation or physical contact loss
MSFC,16,nominal,bayesian_ei,not_run,,,False,,,,,,,,,,,,,,,,,,
MSFC,16,disturbed,bayesian_ei,not_run,,,False,,,,,,,,,,,,,,,,,,
MSFC,17,nominal,bayesian_ei,not_run,,,False,,,,,,,,,,,,,,,,,,
MSFC,17,disturbed,bayesian_ei,not_run,,,False,,,,,,,,,,,,,,,,,,
MSFC,18,nominal,bayesian_ei,not_run,,,False,,,,,,,,,,,,,,,,,,
MSFC,18,disturbed,bayesian_ei,not_run,,,False,,,,,,,,,,,,,,,,,,
MSFC,19,nominal,bayesian_ei,not_run,,,False,,,,,,,,,,,,,,,,,,
MSFC,19,disturbed,bayesian_ei,not_run,,,False,,,,,,,,,,,,,,,,,,
MSFC,20,nominal,repeat_incumbent,not_run,,,False,,,,,,,,,,,,,,,,,,
MSFC,20,disturbed,repeat_incumbent,not_run,,,False,,,,,,,,,,,,,,,,,,
MSFC,21,nominal,repeat_incumbent,not_run,,,False,,,,,,,,,,,,,,,,,,
MSFC,21,disturbed,repeat_incumbent,not_run,,,False,,,,,,,,,,,,,,,,,,
MSFC,22,nominal,repeat_incumbent,not_run,,,False,,,,,,,,,,,,,,,,,,
MSFC,22,disturbed,repeat_incumbent,not_run,,,False,,,,,,,,,,,,,,,,,,
MSFC,23,nominal,repeat_incumbent,not_run,,,False,,,,,,,,,,,,,,,,,,
MSFC,23,disturbed,repeat_incumbent,not_run,,,False,,,,,,,,,,,,,,,,,,
