sample_index,t_s,ur_fx_n,ur_fy_n,ur_fz_n,ur_tx_nm,ur_ty_nm,ur_tz_nm,ur_vx_mps,ur_vy_mps,ur_vz_mps,ur_wx_radps,ur_wy_radps,ur_wz_radps,urcap_fx_n,urcap_fy_n,urcap_fz_n,urcap_tx_nm,urcap_ty_nm,urcap_tz_nm
21,0.047629204,-0.297819269592,-3.78338420042,-9.23785877145,0.126876103985,-0.0149329482942,-0.0027801092202,0,0,0,0,0,0,0.081582,0.108672000001,-0.0933399999983,0.001367,0.00465200000003,-0.00171699999993
22,0.049637941,0.0405547724423,-4.125219683,-8.86836506754,0.146640945958,-0.0105890028151,0.00739541306269,0,0,0,0,0,0,0.081582,0.108672000001,-0.0933399999983,0.001367,0.00465200000003,-0.00171699999993
23,0.051631630,-0.146005463726,-3.98890501138,-9.07776196623,0.139452058984,-0.00542175800842,-0.00348188369766,0,0,0,0,0,0,0.081582,0.108672000001,-0.0933399999983,0.001367,0.00465200000003,-0.00171699999993
24,0.053647902,-0.430899368909,-3.98327322969,-8.75297312801,0.147786105567,-0.0317667915214,0.000493968642877,0,0,0,0,0,0,0.081582,0.108672000001,-0.0933399999983,0.001367,0.00465200000003,-0.00171699999993
25,0.055641471,-0.280851078759,-3.86203747947,-9.06083992798,0.142769294904,-0.0180687489564,0.00903034674135,0,0,0,0,0,0,0.091582,0.0986720000002,-0.0133399999984,0.000367,0.000652000000027,-0.00171699999999
26,0.057635922,0.195393528443,-4.18746753131,-8.91908164185,0.159205295532,-0.0140585768166,-0.00089823267346,0,0,0,0,0,0,0.091582,0.0986720000002,-0.0133399999984,0.000367,0.000652000000027,-0.00171699999999
27,0.059689884,-0.213283398504,-4.04184834486,-9.21296339074,0.150141912352,-0.0130634699235,0.00685956191982,0,0,0,0,0,0,0.091582,0.0986720000002,-0.0133399999984,0.000367,0.000652000000027,-0.00171699999999
28,0.061673524,-0.276894417545,-4.14328403666,-8.90832553839,0.15032621117,-0.00449785375791,0.000508043835277,0,0,0,0,0,0,0.091582,0.0986720000002,-0.0133399999984,0.000367,0.000652000000027,-0.00171699999999
29,0.063643529,-0.389821773397,-4.07682200887,-9.16827114155,0.149399909386,-0.0130342842518,0.0080940695821,0,0,0,0,0,0,0.071582,0.118672000001,-0.0533389999981,0.003367,0.00565200000006,-0.00371699999991
30,0.065638421,-0.554536282095,-3.93879759192,-8.89268133128,0.151064538459,-0.0221491200885,-0.00255868691149,0,0,0,0,0,0,0.071582,0.118672000001,-0.0533389999981,0.003367,0.00565200000006,-0.00371699999991
31,0.067623434,-0.434540100184,-4.29309047245,-8.89332958891,0.153009127411,-0.0160640176727,0.00493006683131,0,0,0,0,0,0,0.071582,0.118672000001,-0.0533389999981,0.003367,0.00565200000006,-0.00371699999991
32,0.069624037,-0.271340420343,-3.88851866064,-9.13180832854,0.145973821587,-0.012387465282,-0.00144505677202,0,0,0,0,0,0,0.071582,0.118672000001,-0.0533389999981,0.003367,0.00565200000006,-0.00371699999991
33,0.071635149,-0.0510443096328,-3.76287669063,-9.04882273828,0.142053642128,-0.0164544858986,-0.0051946278554,0,0,0,0,0,0,0.081582,0.108672,-0.00333999999826,-0.000633,0.00365200000003,-0.00171699999994
34,0.073607408,-0.229297857183,-3.86779144613,-8.92068555358,0.153970308513,-0.0264250858493,0.00644397439092,0,0,0,0,0,0,0.081582,0.108672,-0.00333999999826,-0.000633,0.00365200000003,-0.00171699999994
35,0.075611186,-0.024459162173,-3.81720533039,-9.48808147406,0.132009345976,0.00151781581813,-0.00494698333312,0,0,0,0,0,0,0.081582,0.108672,-0.00333999999826,-0.000633,0.00365200000003,-0.00171699999994
36,0.077614994,-0.424093987218,-3.59584427682,-9.33170244726,0.117688099616,-0.00173637379017,-0.0038145351286,0,0,0,0,0,0,0.081582,0.108672,-0.00333999999826,-0.000633,0.00365200000003,-0.00171699999994
37,0.079633199,-0.123045247195,-4.22060479577,-8.84462323233,0.157503571835,-0.0133222818905,0.00277421790614,0,0,0,0,0,0,0.111582,0.148671999998,0.116661000002,-0.004633,-0.00434800000004,0.00228299999993
38,0.081646095,-0.195992943799,-4.08241850444,-9.02903507015,0.147956494296,-0.0209341887353,0.00490713474954,0,0,0,0,0,0,0.111582,0.148671999998,0.116661000002,-0.004633,-0.00434800000004,0.00228299999993
39,0.083634053,-0.62526757485,-4.07315837286,-9.22738184667,0.146800388616,-0.0167462499434,0.00182904810229,0,0,0,0,0,0,0.111582,0.148671999998,0.116661000002,-0.004633,-0.00434800000004,0.00228299999993
40,0.085631450,0.247664638798,-3.88953442583,-9.33726629012,0.132985611493,0.00803564844107,-0.00360546276566,0,0,0,0,0,0,0.111582,0.148671999998,0.116661000002,-0.004633,-0.00434800000004,0.00228299999993
41,0.087638674,0.365585054015,-4.22816975247,-9.00678757053,0.147877553177,0.0124789212845,0.00376786956753,0,0,0,0,0,0,0.141582,0.158672000001,-0.0733389999975,-0.004633,-0.00334800000004,0.00228299999995
42,0.089630360,-0.111515413298,-3.69745505239,-9.12308453491,0.131451522162,-0.0126628901693,0.00306524107783,0,0,0,0,0,0,0.141582,0.158672000001,-0.0733389999975,-0.004633,-0.00334800000004,0.00228299999995
43,0.091630050,0.0969732371508,-3.82841816848,-9.38199277724,0.13501132692,-0.00130749683602,-0.00393306781286,0,0,0,0,0,0,0.141582,0.158672000001,-0.0733389999975,-0.004633,-0.00334800000004,0.00228299999995
44,0.093632045,-0.245965559992,-4.00963217464,-9.32202998977,0.146985439199,0.00322592319303,-0.0040418862733,0,0,0,0,0,0,0.141582,0.158672000001,-0.0733389999975,-0.004633,-0.00334800000004,0.00228299999995
45,0.095635503,-0.0185297754831,-3.52278426447,-9.30359475299,0.12013028385,-0.000250341406701,-0.0063626335079,0,0,0,0,0,0,0.191582,0.148671999998,0.116661000002,-0.007633,-0.00834800000005,0.00328299999987
46,0.097626007,-0.0245805020381,-3.67069746286,-9.28389982099,0.12364425364,0.00677119785329,0.000420326766785,0,0,0,0,0,0,0.191582,0.148671999998,0.116661000002,-0.007633,-0.00834800000005,0.00328299999987
47,0.099630877,0.0942575395337,-4.00630134788,-9.55385532348,0.12877825469,0.00457006310756,0.00699825916772,0,0,0,0,0,0,0.191582,0.148671999998,0.116661000002,-0.007633,-0.00834800000005,0.00328299999987
48,0.101636208,-0.0828049584368,-3.80768847152,-9.40253772801,0.133488753938,-0.00556707502825,0.00353539814659,0,0,0,0,0,0,0.191582,0.148671999998,0.116661000002,-0.007633,-0.00834800000005,0.00328299999987
49,0.103688116,-0.0945570424147,-3.84861594602,-9.24221382265,0.135260123073,-0.00144773335748,-0.000453255934496,0,0,0,0,0,0,0.111582,0.118672,-0.0033399999981,-0.000633,-0.001348,0.000282999999978
50,0.105645447,0.165298488284,-4.13797009375,-9.21795722627,0.144632428928,0.00552264812949,-0.00614007221055,0,0,0,0,0,0,0.111582,0.118672,-0.0033399999981,-0.000633,-0.001348,0.000282999999978
51,0.107630450,-0.465211754293,-3.72109193004,-9.22096772575,0.133844754791,-0.0121577997858,-0.00143590382226,0,0,0,0,0,0,0.111582,0.118672,-0.0033399999981,-0.000633,-0.001348,0.000282999999978
52,0.109648115,-0.761283670402,-3.95669427049,-9.08614768453,0.140452643847,-0.026118290534,0.000102748982741,0,0,0,0,0,0,0.111582,0.118672,-0.0033399999981,-0.000633,-0.001348,0.000282999999978
53,0.111649067,-0.0458118151678,-3.92678634167,-9.18905858866,0.14065053553,-0.0154785987458,-0.00640886817759,0,0,0,0,0,0,0.091582,0.0986720000015,-0.0933399999984,0.005367,0.00365200000004,-0.00271699999994
54,0.113635002,-0.349242756619,-3.9955915773,-9.26428337531,0.137307572048,-0.00664117239083,0.000133187730541,0,0,0,0,0,0,0.091582,0.0986720000015,-0.0933399999984,0.005367,0.00365200000004,-0.00271699999994
55,0.115634112,-0.104082199331,-3.8988577778,-9.35425391401,0.138929642635,-0.00858626491824,0.00108205524307,0,0,0,0,0,0,0.091582,0.0986720000015,-0.0933399999984,0.005367,0.00365200000004,-0.00271699999994
56,0.117620257,0.0711994934757,-3.85223928598,-9.14947098224,0.125224640847,-0.00304600606124,0.00609124000685,0,0,0,0,0,0,0.091582,0.0986720000015,-0.0933399999984,0.005367,0.00365200000004,-0.00271699999994
57,0.119632812,-0.14171028946,-4.07705912004,-9.10805466978,0.146687921251,-0.00411487813935,0.0053356561401,0,0,0,0,0,0,0.071582,0.118672000002,-0.113339999998,0.005367,0.00465200000004,-0.00271699999993
58,0.121637171,-0.524607729662,-3.98005792138,-8.97078774142,0.152340942736,-0.0146716774218,0.0110973794746,0,0,0,0,0,0,0.071582,0.118672000002,-0.113339999998,0.005367,0.00465200000004,-0.00271699999993
59,0.123632414,-0.564247130531,-4.24501632123,-9.21114298457,0.145563482115,-0.00979016538235,0.0109347087455,0,0,0,0,0,0,0.071582,0.118672000002,-0.113339999998,0.005367,0.00465200000004,-0.00271699999993
60,0.125627656,-0.418099698766,-4.03823592941,-9.1732509532,0.148260238763,-0.000386468405525,-0.00241889413756,0,0,0,0,0,0,0.071582,0.118672000002,-0.113339999998,0.005367,0.00465200000004,-0.00271699999993
61,0.127630923,-0.372012545459,-4.09273286602,-8.98150709191,0.136420053122,-0.00275129070316,0.00057835743511,0,0,0,0,0,0,0.151582,0.138672000003,-0.193339999998,-0.001633,-0.000348000000005,0.000282999999994
62,0.129658305,0.0246285401812,-4.19507994386,-8.87061767366,0.145789822734,0.00219960879843,-0.00209012057238,0,0,0,0,0,0,0.151582,0.138672000003,-0.193339999998,-0.001633,-0.000348000000005,0.000282999999994
63,0.131628110,-0.383520845564,-4.21437308123,-9.19408765708,0.136558228802,0.00101561324883,-0.00678356517405,0,0,0,0,0,0,0.151582,0.138672000003,-0.193339999998,-0.001633,-0.000348000000005,0.000282999999994
64,0.133650743,-0.105706425626,-4.24878490732,-8.95612557293,0.161807325108,-0.0189994737476,0.0130152816331,0,0,0,0,0,0,0.151582,0.138672000003,-0.193339999998,-0.001633,-0.000348000000005,0.000282999999994
65,0.135670111,-0.267479670912,-3.90305648291,-8.78147674095,0.141708744264,-0.00924534470295,0.00544864384407,0,0,0,0,0,0,0.071582,0.108672000003,-0.193339999998,0.003367,0.00465200000003,-0.00171699999993
66,0.137652920,-0.434138435279,-4.068132973,-8.53247107191,0.158395288588,-0.0253545987073,0.0130882607486,0,0,0,0,0,0,0.071582,0.108672000003,-0.193339999998,0.003367,0.00465200000003,-0.00171699999993
67,0.139626962,-0.165980906107,-3.95072715557,-8.83760979164,0.154838064674,-0.0145136149638,0.0114435823374,0,0,0,0,0,0,0.071582,0.108672000003,-0.193339999998,0.003367,0.00465200000003,-0.00171699999993
68,0.141645138,-0.34315185835,-3.94850652262,-8.65629699348,0.155975293955,-0.0226217208124,0.00984841354339,0,0,0,0,0,0,0.071582,0.108672000003,-0.193339999998,0.003367,0.00465200000003,-0.00171699999993
69,0.143634800,-0.0820146352348,-4.39614304732,-8.85691407906,0.168330541751,-0.0216234266482,0.00745774157723,0,0,0,0,0,0,0.071582,0.128672000004,-0.253339999998,0.005367,0.00765200000006,-0.00371699999988
70,0.145647695,-0.377188856819,-4.06289595235,-9.2074715649,0.150195085331,-0.010114500611,0.000137878625579,0,0,0,0,0,0,0.071582,0.128672000004,-0.253339999998,0.005367,0.00765200000006,-0.00371699999988
71,0.147632087,-0.302846502309,-4.05082319544,-9.04035162863,0.140130252887,-0.0107591866209,0.00583712583948,0,0,0,0,0,0,0.071582,0.128672000004,-0.253339999998,0.005367,0.00765200000006,-0.00371699999988
72,0.149619695,0.0720350978456,-4.389797103,-8.91782371017,0.14556938282,0.002844362799,0.00424187918542,0,0,0,0,0,0,0.071582,0.128672000004,-0.253339999998,0.005367,0.00765200000006,-0.00371699999988
73,0.151633271,-0.311902851702,-4.33733008434,-8.88512426225,0.161785246209,-0.00901285382864,0.00531850459124,0,0,0,0,0,0,0.021582,0.088672000002,-0.123340999999,0.006367,0.00765200000004,-0.00271699999988
74,0.153646066,0.183972933141,-4.22533032746,-8.76301010311,0.153650109143,-0.00289241457148,0.00208974134291,0,0,0,0,0,0,0.021582,0.088672000002,-0.123340999999,0.006367,0.00765200000004,-0.00271699999988
75,0.155626982,-0.126808608678,-3.74912824778,-9.00185244892,0.133024270421,-0.00109817308325,0.00565171934984,0,0,0,0,0,0,0.021582,0.088672000002,-0.123340999999,0.006367,0.00765200000004,-0.00271699999988
76,0.157642191,0.0715300008147,-3.79634538104,-8.85253456602,0.138262174707,-0.0132542510459,-0.00137370523717,0,0,0,0,0,0,0.021582,0.088672000002,-0.123340999999,0.006367,0.00765200000004,-0.00271699999988
77,0.159646981,-0.374446044429,-3.90420044547,-9.14372458085,0.137205027724,-0.00846211474369,0.00462245419052,0,0,0,0,0,0,0.061582,0.0986720000012,-0.0733389999984,0.002367,0.00265200000001,-0.000716999999958
78,0.161694722,0.304099312917,-3.83572225894,-9.33101696167,0.141349892771,-0.000699745526873,-0.000562718511381,0,0,0,0,0,0,0.061582,0.0986720000012,-0.0733389999984,0.002367,0.00265200000001,-0.000716999999958
79,0.163645130,-0.44484045674,-3.75973172893,-9.22221441129,0.13767716542,-0.00809412121147,5.90921083834e-05,0,0,0,0,0,0,0.061582,0.0986720000012,-0.0733389999984,0.002367,0.00265200000001,-0.000716999999958
80,0.165636786,-0.10494826539,-3.63279744157,-9.34595649643,0.120413751985,0.00471275609235,0.000398207825798,0,0,0,0,0,0,0.061582,0.0986720000012,-0.0733389999984,0.002367,0.00265200000001,-0.000716999999958
81,0.167641045,-0.168637389172,-3.86183483215,-9.16993766086,0.12950064715,0.00124835773199,0.00332980893534,0,0,0,0,0,0,0.041582,0.088672000002,-0.123340999999,0.006367,0.00665200000006,-0.00371699999989
82,0.169642148,-0.305096341129,-4.07184252207,-8.99048220864,0.145463517839,-0.00438020717141,0.00567979096491,0,0,0,0,0,0,0.041582,0.088672000002,-0.123340999999,0.006367,0.00665200000006,-0.00371699999989
83,0.171630668,0.104002035114,-3.92960894734,-9.17520594984,0.142672479529,-0.00315440506829,0.000898966284176,0,0,0,0,0,0,0.041582,0.088672000002,-0.123340999999,0.006367,0.00665200000006,-0.00371699999989
84,0.173640147,-0.405303856019,-4.17459493038,-8.901784661,0.15277118309,-0.00817583348416,0.0114454574297,0,0,0,0,0,0,0.041582,0.088672000002,-0.123340999999,0.006367,0.00665200000006,-0.00371699999989
85,0.175645789,-0.0418943994305,-4.18962716944,-8.82688298797,0.149203886526,-0.00644373612355,0.00107752442458,0,0,0,0,0,0,0.071582,0.078672000001,-0.0633389999987,0.003367,0.00365200000003,-0.00171699999994
86,0.177650318,0.07275909494,-4.09828399622,-8.9464784115,0.147994156068,-0.0119286624361,0.00656488719174,0,0,0,0,0,0,0.071582,0.078672000001,-0.0633389999987,0.003367,0.00365200000003,-0.00171699999994
87,0.179635982,-0.301515791079,-4.23095780596,-8.94204544904,0.162934010641,-0.0202809067922,0.00689438213846,0,0,0,0,0,0,0.071582,0.078672000001,-0.0633389999987,0.003367,0.00365200000003,-0.00171699999994
88,0.181658606,-0.380939367159,-4.22194474482,-8.8259377502,0.146691387398,-0.0187970902706,0.00501018361843,0,0,0,0,0,0,0.071582,0.078672000001,-0.0633389999987,0.003367,0.00365200000003,-0.00171699999994
89,0.183641014,0.23614121233,-4.28772076407,-9.07000707545,0.146499247105,0.00200417673837,0.00761403124198,0,0,0,0,0,0,0.111582,0.108672000002,-0.103339999998,-0.000633,-0.000348000000005,0.000282999999994
90,0.185635195,0.162601839484,-3.76610481883,-8.98752678264,0.13952842988,-0.00782099008172,0.0100280168733,0,0,0,0,0,0,0.111582,0.108672000002,-0.103339999998,-0.000633,-0.000348000000005,0.000282999999994
91,0.187633132,-0.273628130737,-4.2881526129,-9.02770626216,0.153383226289,-0.00893929922435,0.00318244554532,0,0,0,0,0,0,0.111582,0.108672000002,-0.103339999998,-0.000633,-0.000348000000005,0.000282999999994
92,0.189645106,-0.145404853549,-3.76243288856,-9.02548462605,0.135100258814,-0.00866253449054,0.00982119069469,0,0,0,0,0,0,0.111582,0.108672000002,-0.103339999998,-0.000633,-0.000348000000005,0.000282999999994
93,0.191643844,0.235681304462,-3.77125192239,-8.73731346904,0.13785925265,0.00128970167639,0.0116085060588,0,0,0,0,0,0,0.071582,0.118672000003,-0.163339999998,0.003367,0.00465200000003,-0.00171699999993
