sample_index,t_s,ur_fx_n,ur_fy_n,ur_fz_n,ur_tx_nm,ur_ty_nm,ur_tz_nm,ur_vx_mps,ur_vy_mps,ur_vz_mps,ur_wx_radps,ur_wy_radps,ur_wz_radps,urcap_fx_n,urcap_fy_n,urcap_fz_n,urcap_tx_nm,urcap_ty_nm,urcap_tz_nm
12,0.024372219,0.123621642104,-3.99326757941,-7.66409096588,0.152219986687,-0.0186498251397,0.00697082759245,0,0,0,0,0,0,0.121582,0.168671999993,0.456659000003,-0.007633,-0.00434800000004,0.00228299999993
13,0.026381077,-0.352203243546,-3.85720881231,-7.88132244447,0.146263460951,-0.0236440612849,0.00979920965985,0,0,0,0,0,0,0.121582,0.128671999997,0.156660000002,-0.004633,-0.001348,0.000282999999978
14,0.028382520,0.179091225553,-3.87235389083,-7.89404212814,0.152913258497,-0.025020857333,0.00859224874481,0,0,0,0,0,0,0.121582,0.128671999997,0.156660000002,-0.004633,-0.001348,0.000282999999978
15,0.030373875,0.525003175758,-3.50030429791,-7.9122838074,0.143029835201,-0.00797934103823,0.0141424469141,0,0,0,0,0,0,0.121582,0.128671999997,0.156660000002,-0.004633,-0.001348,0.000282999999978
16,0.032391039,0.385899525415,-4.06323093911,-7.86114396707,0.163199024281,-0.00627861120708,0.0168899509324,0,0,0,0,0,0,0.121582,0.128671999997,0.156660000002,-0.004633,-0.001348,0.000282999999978
17,0.034399716,0.175471054617,-4.40258017251,-7.69603279729,0.169122587699,-0.0143024315913,0.0167042898462,0,0,0,0,0,0,0.171582,0.138671999999,0.0366590000022,-0.005633,-0.00434800000004,0.00228299999993
18,0.036385731,-0.590641462306,-3.68668389419,-8.00733360937,0.149338071074,-0.0230256247414,0.00970717570994,0,0,0,0,0,0,0.171582,0.138671999999,0.0366590000022,-0.005633,-0.00434800000004,0.00228299999993
19,0.038388848,0.296967304294,-4.10868619458,-7.9325698368,0.155776430474,-0.0175379099361,0.00367635517651,0,0,0,0,0,0,0.171582,0.138671999999,0.0366590000022,-0.005633,-0.00434800000004,0.00228299999993
20,0.040381335,0.107842184579,-4.18103030435,-8.29645790036,0.155492088074,-0.00821957818681,0.00745550024304,0,0,0,0,0,0,0.171582,0.138671999999,0.0366590000022,-0.005633,-0.00434800000004,0.00228299999993
21,0.042392547,-0.211551349887,-3.72343441189,-8.6074513453,0.126862632742,-0.0185863403355,0.00521621901162,0,0,0,0,0,0,0.141582,0.148672,0.0166610000024,-0.003633,0.000651999999995,0.00028300000001
22,0.044378181,-0.0304100584829,-4.14927922072,-8.41331335721,0.148157804416,-0.0106470884956,0.0112496314016,0,0,0,0,0,0,0.141582,0.148672,0.0166610000024,-0.003633,0.000651999999995,0.00028300000001
23,0.046384063,-0.381728127632,-3.92813282883,-8.04318790145,0.14313107574,-0.0142512853237,0.0059788992904,0,0,0,0,0,0,0.141582,0.148672,0.0166610000024,-0.003633,0.000651999999995,0.00028300000001
24,0.048388362,0.16304926876,-3.73120726195,-8.08194228303,0.140524300883,0.00064607999249,0.00818541450682,0,0,0,0,0,0,0.141582,0.148672,0.0166610000024,-0.003633,0.000651999999995,0.00028300000001
25,0.050397019,0.0258242949926,-3.91188167859,-8.42786250761,0.134740978735,-0.00244825084446,0.0185116229425,0,0,0,0,0,0,0.071582,0.0886719999977,0.146660000001,0.001367,0.00265200000003,-0.00171699999996
26,0.052390388,0.383056964363,-3.80233020848,-8.47370278156,0.134081161057,0.000502188738932,0.00303503761274,0,0,0,0,0,0,0.071582,0.0886719999977,0.146660000001,0.001367,0.00265200000003,-0.00171699999996
27,0.054396240,0.02138484319,-3.95826814053,-8.32418585595,0.144167092522,-0.0062132746812,0.0100316974319,0,0,0,0,0,0,0.071582,0.0886719999977,0.146660000001,0.001367,0.00265200000003,-0.00171699999996
28,0.056390130,0.160272056131,-3.98053662413,-8.53488358668,0.14176396464,0.00208218834611,0.0126027246555,0,0,0,0,0,0,0.071582,0.0886719999977,0.146660000001,0.001367,0.00265200000003,-0.00171699999996
29,0.058397374,-0.179942468133,-3.76545554591,-8.40358999398,0.130578435426,-0.00631765008785,-0.0016347549521,0,0,0,0,0,0,0.091582,0.108672000002,-0.153338999998,0.002367,0.00765200000006,-0.00371699999988
