t_s,actual_tcp_pose_0,actual_tcp_pose_1,actual_tcp_pose_2,actual_tcp_pose_3,actual_tcp_pose_4,actual_tcp_pose_5,target_tcp_pose_0,target_tcp_pose_1,target_tcp_pose_2,target_tcp_pose_3,target_tcp_pose_4,target_tcp_pose_5,actual_tcp_speed_0,actual_tcp_speed_1,actual_tcp_speed_2,actual_tcp_speed_3,actual_tcp_speed_4,actual_tcp_speed_5,actual_tcp_force_0,actual_tcp_force_1,actual_tcp_force_2,actual_tcp_force_3,actual_tcp_force_4,actual_tcp_force_5,actual_q_0,actual_q_1,actual_q_2,actual_q_3,actual_q_4,actual_q_5,target_q_0,target_q_1,target_q_2,target_q_3,target_q_4,target_q_5,runtime_state,robot_mode,safety_mode,speed_scaling
0.6112670339971373,0.4439564119702451,0.12083039841370634,0.24372567976364812,-3.1415677104803543,-3.403979947614746e-05,4.1064166255603135e-05,0.44394944627302396,0.12082492540586996,0.24371670676217283,3.1415925033651693,-4.995620751617891e-08,-5.816018440128971e-07,0.0,0.0,0.0,0.0,0.0,0.0,-0.7874604148006848,-11.682648853609699,-19.693300357456646,0.3661840597884126,0.022921743164597785,-0.037372177608773864,0.6531832814216614,-1.2526945036700745,-2.4036545753479004,-1.0553689163974305,1.5744478702545166,-0.9177139441119593,0.6532029423479039,-1.2526774030966479,-2.4036843900615064,-1.0553509812193447,1.5744122802164313,-0.9176725613616501,1,7,1,0.0
0.6192282970005181,0.443953249467732,0.12084062348072062,0.2437107292517466,3.1415817756669986,1.7193597942500587e-05,-1.3281291489810019e-05,0.44394944627302396,0.12082492540586996,0.24371670676217283,3.1415925033651693,-4.995620751617891e-08,-5.816018440128971e-07,0.0,0.0,0.0,0.0,0.0,0.0,-0.2007843208383659,-11.315757888337167,-20.38726053694927,0.33602242403583626,0.06065331193688926,-0.04177585281638299,0.653228759765625,-1.2527062159827729,-2.4036755561828613,-1.0553439420512696,1.5744086503982544,-0.9176576773272913,0.6532029423479039,-1.2526774030966479,-2.4036843900615064,-1.0553509812193447,1.5744122802164313,-0.9176725613616501,1,7,1,0.0
0.6276579269979266,0.44394269141897313,0.12080995918501002,0.24373881743498663,3.1415803703242178,-6.448957619305135e-06,5.0064150578264146e-05,0.44394944627302396,0.12082492540586996,0.24371670676217283,3.1415925033651693,-4.995620751617891e-08,-5.816018440128971e-07,0.0,0.0,0.0,0.0,0.0,0.0,-0.330774396786436,-11.768158692870632,-20.02775965892823,0.3578008749219821,0.050091645820602757,-0.03523774046433688,0.6532011032104492,-1.2526146632483979,-2.4036829471588135,-1.055396930580475,1.5743831396102905,-0.9176705519305628,0.6532029423479039,-1.2526774030966479,-2.4036843900615064,-1.0553509812193447,1.5744122802164313,-0.9176725613616501,1,7,1,0.0
0.6356452990003163,0.44394521861918246,0.12083665748762956,0.24370727350325255,-3.141586670909027,-1.035949192194403e-05,-1.8793929972330893e-06,0.44394944627302396,0.12082492540586996,0.24371670676217283,3.1415925033651693,-4.995620751617891e-08,-5.816018440128971e-07,0.0,0.0,0.0,0.0,0.0,0.0,-0.5579141972355206,-11.96056627191614,-19.934984089545353,0.37604112110072285,0.03376151909777844,-0.027620239652053735,0.6532286405563354,-1.2526853841594239,-2.4036996364593506,-1.0553227824023743,1.574416160583496,-0.9176533857928675,0.6532029423479039,-1.2526774030966479,-2.4036843900615064,-1.0553509812193447,1.5744122802164313,-0.9176725613616501,1,7,1,0.0
0.643712389999564,0.44394461554170905,0.12081360719430591,0.24372989794815073,-3.141576059511414,7.275178065431476e-05,5.685086207036961e-06,0.44394944627302396,0.12082492540586996,0.24371670676217283,3.1415925033651693,-4.995620751617891e-08,-5.816018440128971e-07,0.0,0.0,0.0,0.0,0.0,0.0,-0.6374550209001223,-11.330355693807864,-20.031423500704747,0.34065700159249024,0.038632399002592195,-0.038163181460098373,0.6531802415847778,-1.2526446741870423,-2.403679847717285,-1.0553806585124512,1.574427604675293,-0.9176490942584437,0.6532029423479039,-1.2526774030966479,-2.4036843900615064,-1.0553509812193447,1.5744122802164313,-0.9176725613616501,1,7,1,0.0
0.6517665369974566,0.4439355095300765,0.12082919894101274,0.2437197381931347,-3.1415867345804696,-3.4405859163065902e-06,-1.956589619765328e-06,0.44394944627302396,0.12082492540586996,0.24371670676217283,3.1415925033651693,-4.995620751617891e-08,-5.816018440128971e-07,0.0,0.0,0.0,0.0,0.0,0.0,-0.6551874578419307,-11.683313331849236,-19.950218126201335,0.37244396145023584,0.02665842982226693,-0.03299354884399341,0.6532287001609802,-1.2526446741870423,-2.4036996364593506,-1.055363492374756,1.574416160583496,-0.9176490942584437,0.6532029423479039,-1.2526774030966479,-2.4036843900615064,-1.0553509812193447,1.5744122802164313,-0.9176725613616501,1,7,1,0.0
0.659814954000467,0.44395156921245593,0.12082686452237101,0.24373228291330862,-3.141583001973146,-5.327044281005126e-06,-2.894711692433363e-05,0.44394944627302396,0.12082492540586996,0.24371670676217283,3.1415925033651693,-4.995620751617891e-08,-5.816018440128971e-07,0.0,0.0,0.0,0.0,0.0,0.0,-0.8744387695270288,-11.553020850329492,-19.767669552727224,0.35923823551480694,0.02428394222845619,-0.030469330533082057,0.6532055735588074,-1.252656416302063,-2.4036710262298584,-1.0553644460490723,1.5744086503982544,-0.917673412953512,0.6532029423479039,-1.2526774030966479,-2.4036843900615064,-1.0553509812193447,1.5744122802164313,-0.9176725613616501,1,7,1,0.0
0.6675555549991259,0.44395254025641556,0.12081922874328842,0.24369892969490706,3.1415837496132704,-1.9625596697873274e-05,2.087837364084072e-06,0.44394944627302396,0.12082492540586996,0.24371670676217283,3.1415925033651693,-4.995620751617891e-08,-5.816018440128971e-07,0.0,0.0,0.0,0.0,0.0,0.0,-0.4571449200366294,-11.557768270954787,-20.19423538142933,0.3402844281115073,0.0617214352093534,-0.04572018967106383,0.6531923413276672,-1.252701775436737,-2.4037041664123535,-1.0553108018687745,1.574404239654541,-0.9176705519305628,0.6532029423479039,-1.2526774030966479,-2.4036843900615064,-1.0553509812193447,1.5744122802164313,-0.9176725613616501,1,7,1,0.0
0.6755763389992353,0.4439609622190771,0.12081036501542185,0.24373412678565842,-3.1415813435473963,5.3419339042903505e-05,-4.369444608736842e-05,0.44394944627302396,0.12082492540586996,0.24371670676217283,3.1415925033651693,-4.995620751617891e-08,-5.816018440128971e-07,0.0,0.0,0.0,0.0,0.0,0.0,-0.028843444242929023,-11.474605843783069,-19.685974558042194,0.3636353928763772,0.04019360874492085,-0.036035716842875584,0.6531638503074646,-1.2526610654643555,-2.4036664962768555,-1.0553558629802247,1.574404239654541,-0.9176777044879358,0.6532029423479039,-1.2526774030966479,-2.4036843900615064,-1.0553509812193447,1.5744122802164313,-0.9176725613616501,1,7,1,0.0
0.683568379998178,0.44396846086812225,0.12085077361807363,0.24376191182989307,-3.141506657843588,1.4094169253588122e-05,-0.000125811660325999,0.44394944627302396,0.12082492540586996,0.24371670676217283,3.1415925033651693,-4.995620751617891e-08,-5.816018440128971e-07,0.0,0.0,0.0,0.0,0.0,0.0,-0.22102591150547557,-11.689722666441776,-19.774860199206497,0.3662073615919696,0.03923693935249046,-0.03759637769029066,0.6532130241394043,-1.2526430648616333,-2.4036426544189453,-1.0553108018687745,1.5744316577911377,-0.9176533857928675,0.6532029423479039,-1.2526774030966479,-2.4036843900615064,-1.0553509812193447,1.5744122802164313,-0.9176725613616501,1,7,1,0.0
